Date_Time,   npoints,   u_starr,   taur,   Hcr,   LE_wplr,   Evap,   Fc_wplr,  Fc_wpl_umol,   CO2_conc,  CO2_PPM,   CO2_sig_str,   H2O_conc,   H2O_sig_str,   Temp_amb,  Amb_Press,   wind_speed,   wind_dir_sonic,  obukhov,  zeta,  rou,  sigmaw_ustar,  Xmax,  XR90
TS,   Tot,   m/s,   Kg(m s^2),   W/m^2,   W/m^2,   L/m^2,   mg/(m^2 s),  umol/(m^2 s),   mg/m^3,  PPM,   arb,   g/m^3,   arb,   C,  kPa,   m/s,   deg,   m,   arb,   m,  arb,   m,  m,  
18/01/25 4:00 4:30,  18000.0,   0.127506,   -0.020566,   40.500643,   49.535909,   0.035063,   -0.026165,   -0.594525,   759.595517,   395.214284,   0.955000,   1.739911,   0.941938,   -4.419577,   97.749274,   2.697754,   183.524864,   -4.182740,   -0.478155,   0.000024,   10.869836,   56.297696,   112.595392,  
18/01/25 4:30 5:00,  17999.0,   0.264931,   -0.089185,   50.969830,   8.269556,   0.005416,   -0.042273,   -0.960540,   763.988874,   395.733763,   0.955090,   1.833156,   0.941618,   -5.565488,   97.735383,   0.668009,   311.179490,   -31.545518,   -0.063400,   0.000104,   2.539508,   89.923361,   179.846723,  
18/01/25 5:00 5:30,  18000.0,   0.191665,   -0.046649,   16.859521,   30.848795,   0.021877,   -0.008890,   -0.201995,   763.064720,   395.502692,   0.955000,   1.853384,   0.941898,   -5.374087,   97.730917,   0.711026,   205.475091,   -33.089096,   -0.060443,   0.000054,   5.634782,   64.746073,   129.492147,  
18/01/25 5:30 6:00,  18000.0,   0.243767,   -0.075574,   56.119504,   9.275459,   0.006064,   -0.026068,   -0.592334,   764.355717,   395.562559,   0.955000,   1.897855,   0.941746,   -5.774734,   97.719675,   1.386692,   289.611630,   -22.313448,   -0.089632,   0.000088,   2.906433,   87.420543,   174.841086,  
18/01/25 6:00 6:30,  17999.0,   0.156750,   -0.031278,   27.164081,   16.465737,   0.011483,   -0.020189,   -0.458751,   765.025145,   395.544716,   0.955000,   1.910455,   0.941565,   -6.033294,   97.707660,   2.084268,   282.887787,   -11.968077,   -0.167111,   0.000036,   6.655018,   68.589521,   137.179042,  
18/01/25 6:30 7:00,  18000.0,   0.118965,   -0.017995,   32.264248,   12.392200,   0.008523,   -0.020740,   -0.471270,   763.199441,   395.053089,   0.955195,   1.921500,   0.942049,   -5.591659,   97.693096,   1.020534,   297.634395,   -4.456791,   -0.448753,   0.000021,   11.515611,   57.384202,   114.768404,  
18/01/25 7:00 7:30,  18000.0,   0.153137,   -0.029816,   42.067952,   25.563519,   0.017809,   -0.030186,   -0.685892,   763.761677,   395.380782,   0.955123,   2.005613,   0.941431,   -5.527020,   97.686865,   1.520888,   72.156257,   -7.203851,   -0.277629,   0.000035,   6.844539,   68.562204,   137.124407,  
18/01/25 7:30 8:00,  18000.0,   0.177326,   -0.039893,   54.547024,   24.497126,   0.016953,   -0.057909,   -1.315839,   761.153768,   394.875831,   0.955166,   1.914611,   0.941991,   -4.752230,   97.674971,   1.019882,   80.684519,   -8.697525,   -0.229950,   0.000046,   5.305735,   73.148572,   146.297143,  
18/01/25 8:00 8:30,  17999.0,   0.083977,   -0.008939,   37.280015,   17.516497,   0.012111,   -0.025456,   -0.578410,   761.856562,   395.570684,   0.955134,   2.058797,   0.942024,   -4.788100,   97.649773,   0.920684,   308.787889,   -1.349802,   -1.481699,   0.000023,   19.960527,   48.576422,   97.152843,  
18/01/25 8:30 9:00,  18000.0,   0.166011,   -0.034881,   53.002433,   18.994357,   0.013002,   -0.041005,   -0.931735,   762.213869,   396.374947,   0.955246,   2.052618,   0.941930,   -4.161175,   97.627596,   0.828947,   -32.994064,   -7.377069,   -0.271110,   0.000041,   6.457029,   66.548314,   133.096629,  
18/01/25 9:00 9:30,  18000.0,   0.132169,   -0.022088,   50.269794,   19.799070,   0.013579,   -0.032374,   -0.735621,   761.187660,   396.205980,   0.955392,   2.159591,   0.942206,   -3.795434,   97.607112,   0.599980,   8.010866,   -3.916925,   -0.510605,   0.000026,   10.605610,   55.505649,   111.011299,  
18/01/25 9:30 10:00,  18000.0,   0.159258,   -0.032147,   70.464186,   18.184891,   0.012192,   -0.078979,   -1.794598,   763.699417,   396.568308,   0.954962,   2.145083,   0.941682,   -4.946612,   97.574653,   1.321107,   -33.520730,   -4.923446,   -0.406220,   0.000037,   7.269901,   62.954568,   125.909136,  
18/01/25 10:00 10:30,  17999.0,   0.081728,   -0.008436,   51.907340,   19.627037,   0.013399,   -0.045572,   -1.035507,   760.914599,   396.542204,   0.955538,   2.295721,   0.942493,   -3.237335,   97.541263,   0.256340,   -1.175406,   -0.897074,   -2.229472,   0.000023,   23.616853,   43.309231,   86.618461,  
18/01/25 10:30 11:00,  18000.0,   0.141147,   -0.025062,   94.392910,   26.813141,   0.017960,   -0.073194,   -1.663141,   761.207251,   398.244683,   0.955349,   2.443990,   0.942390,   -2.275447,   97.511556,   1.036572,   -22.838882,   -2.553163,   -0.783342,   0.000029,   9.716232,   55.954155,   111.908309,  
18/01/25 11:00 11:30,  18000.0,   0.127687,   -0.020501,   89.452873,   25.181397,   0.016892,   -0.057141,   -1.298387,   758.795809,   397.158149,   0.955194,   2.373810,   0.942153,   -2.888589,   97.489164,   1.294807,   -20.347337,   -1.994337,   -1.002840,   0.000024,   11.234227,   54.758878,   109.517757,  
18/01/25 11:30 12:00,  18000.0,   0.175198,   -0.038547,   97.817417,   27.415662,   0.018357,   -0.080162,   -1.821459,   758.944514,   397.738090,   0.955165,   2.434459,   0.942128,   -2.606897,   97.457304,   1.614030,   -18.288694,   -4.709818,   -0.424645,   0.000045,   6.484966,   63.016320,   126.032640,  
18/01/25 12:00 12:30,  17999.0,   0.159702,   -0.032052,   68.608138,   29.578176,   0.020215,   -0.048778,   -1.108361,   757.804497,   396.862576,   0.955089,   2.587028,   0.941769,   -2.772338,   97.443487,   0.941070,   38.652024,   -5.044063,   -0.396506,   0.000038,   7.922246,   58.617472,   117.234943,  
18/01/25 12:30 13:00,  18000.0,   0.113926,   -0.016330,   47.826053,   44.016491,   0.030840,   -0.034676,   -0.787922,   757.631739,   396.315497,   0.954654,   2.490467,   0.940994,   -3.522327,   97.418023,   2.430932,   98.981814,   -2.558269,   -0.781779,   0.000019,   13.990284,   51.149093,   102.298187,  
18/01/25 13:00 13:30,  18000.0,   0.075850,   -0.007236,   41.736615,   38.165879,   0.026757,   -0.028601,   -0.649887,   756.718337,   395.999486,   0.955000,   2.421699,   0.941691,   -3.252479,   97.399585,   1.618962,   105.798490,   -0.865198,   -2.311609,   0.000025,   29.471071,   38.306230,   76.612460,  
18/01/25 13:30 14:00,  18000.0,   0.156317,   -0.030647,   69.172885,   40.771651,   0.028241,   -0.065272,   -1.483146,   755.786579,   396.600118,   0.955105,   2.536159,   0.942093,   -2.397293,   97.372047,   0.999559,   84.577725,   -4.647449,   -0.430344,   0.000036,   8.337991,   57.420159,   114.840318,  
18/01/25 14:00 14:30,  18000.0,   0.122283,   -0.018742,   55.054893,   33.748046,   0.023370,   -0.054938,   -1.248331,   755.601872,   396.752711,   0.955238,   2.650024,   0.942018,   -2.319494,   97.340417,   1.126764,   65.840207,   -2.791100,   -0.716563,   0.000022,   13.694372,   48.679350,   97.358700,  
18/01/25 14:30 15:00,  17999.0,   0.155413,   -0.030250,   77.060685,   32.104334,   0.021862,   -0.062139,   -1.411953,   755.561299,   397.036302,   0.955461,   2.709771,   0.942374,   -2.220172,   97.309306,   0.738261,   50.172624,   -4.136083,   -0.483549,   0.000036,   8.595179,   56.350057,   112.700114,  
18/01/25 15:00 15:30,  18000.0,   0.154411,   -0.029915,   55.987134,   42.983133,   0.029943,   -0.047756,   -1.085121,   755.092404,   396.084977,   0.954994,   2.668104,   0.941525,   -3.140137,   97.276253,   1.509898,   82.223782,   -5.476935,   -0.365168,   0.000035,   8.450847,   57.469407,   114.938815,  
18/01/25 15:30 16:00,  18000.0,   0.134041,   -0.022553,   49.219497,   41.255013,   0.028826,   -0.030514,   -0.693356,   754.509015,   395.595117,   0.954981,   2.573884,   0.941124,   -3.454840,   97.250249,   1.763154,   93.280184,   -4.059144,   -0.492715,   0.000027,   10.436951,   55.481262,   110.962525,  
18/01/25 16:00 16:30,  18000.0,   0.170237,   -0.036396,   51.553257,   44.624427,   0.031215,   -0.046340,   -1.052954,   754.442046,   395.366992,   0.954982,   2.516970,   0.941141,   -3.688783,   97.224415,   1.779604,   93.483894,   -7.925864,   -0.252338,   0.000043,   6.382220,   65.589976,   131.179952,  
18/01/25 16:30 17:00,  17999.0,   0.170747,   -0.036609,   65.291367,   53.644369,   0.037494,   -0.048193,   -1.095070,   753.557317,   394.957352,   0.954988,   2.478130,   0.941059,   -3.815728,   97.202316,   2.123645,   83.303352,   -6.327705,   -0.316070,   0.000043,   6.620677,   63.512686,   127.025373,  
18/01/25 17:00 17:30,  18000.0,   0.164896,   -0.034106,   49.657208,   41.054777,   0.028696,   -0.035409,   -0.804581,   753.048972,   395.119201,   0.954998,   2.508240,   0.941625,   -3.456575,   97.181563,   1.464375,   91.226107,   -7.489697,   -0.267034,   0.000040,   7.181099,   61.515652,   123.031303,  
18/01/25 17:30 18:00,  18000.0,   0.155502,   -0.030300,   50.016649,   40.604754,   0.028373,   -0.038298,   -0.870215,   752.879951,   395.429679,   0.954995,   2.514900,   0.941757,   -3.239616,   97.157649,   1.798242,   71.723559,   -6.239273,   -0.320550,   0.000036,   8.339658,   57.695879,   115.391758,  
18/01/25 18:00 18:30,  18000.0,   0.272992,   -0.093429,   71.456893,   50.969254,   0.035502,   -0.065411,   -1.486283,   752.977502,   395.294907,   0.954674,   2.493553,   0.941046,   -3.587840,   97.136328,   3.147651,   94.278926,   -23.748405,   -0.084216,   0.000110,   2.765086,   81.624196,   163.248391,  
18/01/25 18:30 19:00,  17999.0,   0.153266,   -0.029479,   69.440647,   71.737821,   0.050586,   -0.048887,   -1.110828,   753.581787,   395.229626,   0.954985,   1.988418,   0.941291,   -3.967269,   97.118085,   2.445897,   156.466273,   -4.251064,   -0.470470,   0.000035,   9.724337,   51.728260,   103.456520,  
18/01/25 19:00 19:30,  18000.0,   0.202588,   -0.051581,   69.465972,   53.507715,   0.037554,   -0.048057,   -1.091967,   754.730335,   395.243827,   0.954901,   1.929111,   0.941235,   -4.478777,   97.100747,   2.865569,   101.529355,   -9.949640,   -0.201012,   0.000061,   5.724035,   60.652065,   121.304129,  
18/01/25 19:30 20:00,  18000.0,   0.195961,   -0.048276,   88.090902,   71.027166,   0.049577,   -0.071941,   -1.634668,   753.284425,   394.355348,   0.954916,   2.501632,   0.941342,   -4.524949,   97.077963,   3.584141,   78.951647,   -7.087397,   -0.282191,   0.000057,   5.610739,   63.612141,   127.224282,  
18/01/25 20:00 20:30,  17999.0,   0.244895,   -0.075501,   64.795573,   63.476087,   0.044777,   -0.035541,   -0.807570,   756.487065,   395.508943,   0.955000,   1.755385,   0.941681,   -4.731214,   97.066787,   2.631464,   118.160106,   -18.629174,   -0.107358,   0.000089,   3.569481,   73.841356,   147.682711,  
18/01/25 20:30 21:00,  18000.0,   0.199415,   -0.050180,   82.107148,   93.643063,   0.066324,   -0.044487,   -1.010857,   759.876255,   396.357431,   0.954983,   1.405337,   0.941571,   -5.503896,   97.042839,   3.262185,   157.897646,   -7.870882,   -0.254101,   0.000059,   6.640174,   54.675411,   109.350822,  
18/01/25 21:00 21:30,  18000.0,   0.148048,   -0.027691,   64.444032,   73.967528,   0.052414,   -0.041467,   -0.942226,   761.417843,   396.691715,   0.954997,   1.308161,   0.941418,   -6.037459,   97.029272,   2.717403,   165.722535,   -4.101813,   -0.487589,   0.000032,   11.336247,   47.278739,   94.557479,  
18/01/25 21:30 22:00,  18000.0,   0.175294,   -0.038840,   75.149806,   78.569082,   0.055594,   -0.052982,   -1.203881,   761.581266,   396.573520,   0.954994,   1.360643,   0.941377,   -6.206263,   97.016099,   3.348010,   150.442688,   -5.869085,   -0.340769,   0.000045,   7.669122,   55.075262,   110.150523,  
18/01/25 22:00 22:30,  17999.0,   0.169329,   -0.036291,   75.232834,   69.523127,   0.049142,   -0.051716,   -1.175108,   763.566025,   397.074936,   0.954995,   1.296356,   0.941379,   -6.653484,   97.000817,   2.200856,   172.941369,   -5.317555,   -0.376113,   0.000042,   6.755508,   62.992753,   125.985506,  
18/01/25 22:30 23:00,  18000.0,   0.127334,   -0.020504,   42.157763,   45.766591,   0.032423,   -0.027088,   -0.615503,   763.316808,   397.297576,   0.955000,   1.233618,   0.941977,   -6.412092,   96.985509,   1.573751,   190.662919,   -4.000839,   -0.499895,   0.000024,   10.637182,   57.353472,   114.706945,  
18/01/25 23:00 23:30,  18000.0,   0.248518,   -0.078471,   107.791828,   85.301064,   0.060186,   -0.071732,   -1.629917,   767.384190,   397.543832,   0.954692,   1.203445,   0.941041,   -7.700593,   96.969283,   3.872231,   184.236010,   -11.814308,   -0.169286,   0.000091,   4.385636,   61.752491,   123.504982,  
18/01/25 23:30 24:00,  17999.0,   0.205220,   -0.053522,   91.071700,   81.446700,   0.057570,   -0.060337,   -1.371004,   767.340010,   397.434382,   0.954760,   1.147192,   0.941266,   -7.885477,   96.964610,   3.144351,   179.064695,   -7.831485,   -0.255379,   0.000062,   6.925610,   51.439933,   102.879865,  
18/01/26 0:00 0:30,  18000.0,   0.160058,   -0.032438,   56.595213,   57.467402,   0.040717,   -0.038859,   -0.882973,   763.444804,   396.863984,   0.955001,   1.108014,   0.941695,   -6.843496,   96.955272,   2.012402,   106.108105,   -5.938838,   -0.336766,   0.000038,   8.608656,   54.731985,   109.463971,  
18/01/26 0:30 1:00,  18000.0,   0.259435,   -0.085315,   29.510723,   50.756913,   0.036073,   0.001184,   0.026898,   764.809053,   397.146915,   0.954995,   1.101290,   0.941640,   -7.209795,   96.945058,   1.614055,   155.206104,   -46.792176,   -0.042742,   0.000099,   3.767420,   66.921182,   133.842365,  
18/01/26 1:00 1:30,  18000.0,   0.242760,   -0.074581,   70.456078,   93.003744,   0.065971,   -0.041794,   -0.949665,   762.712017,   396.691365,   0.954998,   1.220824,   0.941335,   -6.770890,   96.930520,   3.507333,   143.924770,   -16.381832,   -0.122086,   0.000087,   5.781022,   50.631144,   101.262287,  
18/01/26 1:30 2:00,  17999.0,   0.298856,   -0.112844,   56.959882,   80.652716,   0.057242,   -0.014519,   -0.329898,   761.010304,   396.458866,   0.954964,   1.269629,   0.941244,   -6.291368,   96.928221,   3.552765,   141.047727,   -37.612947,   -0.053173,   0.000132,   3.560471,   61.124014,   122.248029,  
18/01/26 2:00 2:30,  18000.0,   0.275348,   -0.095669,   97.150645,   104.741348,   0.074172,   -0.066215,   -1.504558,   759.261623,   396.045675,   0.954995,   1.318599,   0.941184,   -5.909450,   96.913260,   4.624055,   143.848713,   -17.547717,   -0.113975,   0.000112,   4.651466,   53.398850,   106.797699,  
18/01/26 2:30 3:00,  18000.0,   0.290953,   -0.106818,   59.788843,   83.595429,   0.059365,   -0.044676,   -1.015138,   759.256242,   396.054570,   0.954990,   1.209543,   0.941069,   -5.673470,   96.903542,   2.765168,   120.068230,   -33.079629,   -0.060460,   0.000125,   3.585438,   62.369986,   124.739971,  
18/01/26 3:00 3:30,  18000.0,   0.199113,   -0.050894,   94.927129,   6.472799,   0.004092,   -0.095967,   -2.180587,   776.361910,   398.077796,   0.954674,   1.023969,   0.941058,   -10.089458,   96.914873,   1.501788,   -5.038997,   -7.167234,   -0.279048,   0.000059,   4.801869,   70.963197,   141.926394,  
18/01/26 3:30 4:00,  17999.0,   0.105835,   -0.014352,   13.158048,   3.137460,   0.002157,   -0.010621,   -0.241329,   773.658955,   397.429302,   0.955000,   1.113056,   0.941318,   -9.381775,   96.917728,   1.234661,   -20.606865,   -7.694298,   -0.259933,   0.000018,   9.517868,   74.201696,   148.403392,  
18/01/26 4:00 4:30,  18000.0,   0.262740,   -0.087905,   69.464258,   17.424721,   0.012039,   -0.062886,   -1.428908,   767.338789,   396.639419,   0.955000,   1.057233,   0.941581,   -7.961724,   96.907434,   1.350112,   -9.168798,   -22.276672,   -0.089780,   0.000102,   2.467060,   92.765292,   185.530585,  
18/01/26 4:30 5:00,  18000.0,   0.192915,   -0.047439,   39.982264,   10.669629,   0.007388,   -0.040105,   -0.911271,   768.950229,   397.064505,   0.954476,   1.040424,   0.940898,   -8.098685,   96.914786,   1.971137,   -5.928040,   -15.310182,   -0.130632,   0.000055,   4.732652,   73.985321,   147.970642,  
18/01/26 5:00 5:30,  17999.0,   0.212149,   -0.058094,   57.417363,   9.743643,   0.006608,   -0.028807,   -0.654572,   781.528417,   398.530575,   0.954283,   1.048355,   0.940242,   -11.679056,   96.937281,   2.854363,   -13.276066,   -14.258855,   -0.140264,   0.000066,   4.998867,   64.688551,   129.377102,  
18/01/26 5:30 6:00,  18000.0,   0.129786,   -0.021621,   54.494556,   7.910796,   0.005311,   -0.033710,   -0.765977,   774.600661,   397.207854,   0.955000,   1.109646,   0.941262,   -10.059687,   96.950063,   1.553898,   -15.839884,   -3.444612,   -0.580617,   0.000025,   9.082390,   63.922534,   127.845069,  
18/01/26 6:00 6:30,  18000.0,   0.173726,   -0.038797,   62.865797,   8.369737,   0.005569,   -0.045458,   -1.032921,   776.859858,   397.776610,   0.954706,   1.159319,   0.940840,   -10.387948,   96.959012,   2.198837,   -14.062552,   -7.166625,   -0.279071,   0.000045,   5.963076,   67.932679,   135.865358,  
18/01/26 6:30 7:00,  18000.0,   0.146824,   -0.027663,   73.727257,   10.693096,   0.007123,   -0.046722,   -1.061645,   773.899367,   396.953173,   0.955000,   1.251945,   0.941328,   -9.818682,   96.982255,   1.415147,   -14.700871,   -3.687501,   -0.542373,   0.000032,   8.146113,   62.071024,   124.142049,  
18/01/26 7:00 7:30,  17999.0,   0.183786,   -0.043211,   92.370798,   41.263861,   0.028726,   -0.051705,   -1.174849,   771.095104,   396.730198,   0.954502,   1.362671,   0.940805,   -8.677393,   97.003272,   1.225890,   56.414045,   -5.681265,   -0.352034,   0.000050,   6.579969,   59.520371,   119.040742,  
18/01/26 7:30 8:00,  18000.0,   0.098554,   -0.012388,   76.101953,   57.965225,   0.040819,   -0.042863,   -0.973943,   768.073644,   396.378108,   0.954325,   1.263129,   0.940540,   -8.041402,   97.017214,   1.949181,   99.493043,   -1.045868,   -1.912287,   0.000019,   20.014762,   43.128678,   86.257356,  
18/01/26 8:00 8:30,  18000.0,   0.174604,   -0.038729,   87.996304,   24.897847,   0.017136,   -0.083227,   -1.891125,   764.451069,   396.079314,   0.954840,   1.355313,   0.941220,   -6.670746,   97.031165,   0.414430,   -4.842462,   -5.159365,   -0.387645,   0.000045,   5.706245,   70.032147,   140.064294,  
18/01/26 8:30 9:00,  17999.0,   0.161439,   -0.032973,   104.181476,   26.257853,   0.017898,   -0.101034,   -2.295731,   763.380339,   397.150751,   0.954457,   1.549017,   0.941119,   -5.460297,   97.040289,   0.915977,   -16.094525,   -3.450614,   -0.579607,   0.000038,   6.989096,   64.138409,   128.276819,  
