Date_Time,   npoints,   u_starr,   taur,   Hcr,   LE_wplr,   Evap,   Fc_wplr,  Fc_wpl_umol,   CO2_conc,  CO2_PPM,   CO2_sig_str,   H2O_conc,   H2O_sig_str,   Temp_amb,  Amb_Press,   wind_speed,   wind_dir_sonic,  obukhov,  zeta,  rou,  sigmaw_ustar,  Xmax,  XR90
TS,   Tot,   m/s,   Kg(m s^2),   W/m^2,   W/m^2,   L/m^2,   mg/(m^2 s),  umol/(m^2 s),   mg/m^3,  PPM,   arb,   g/m^3,   arb,   C,  kPa,   m/s,   deg,   m,   arb,   m,  arb,   m,  m,  
18/01/23 9:30 10:00,  18000.0,   0.215588,   -0.057710,   56.029322,   94.444017,   0.067345,   -0.039371,   -0.894594,   748.385457,   396.715450,   0.954000,   1.483021,   0.940585,   -1.024139,   97.089105,   5.088286,   111.041909,   -14.156582,   -0.141277,   0.000069,   6.266824,   53.165133,   106.330267,  
18/01/23 10:00 10:30,  18000.0,   0.353749,   -0.155331,   80.476326,   89.342526,   0.063373,   -0.065705,   -1.492976,   747.340442,   396.277167,   0.954091,   1.722175,   0.940901,   -0.872318,   97.092493,   4.113607,   89.920430,   -44.869869,   -0.044573,   0.000185,   3.485497,   52.844280,   105.688559,  
18/01/23 10:30 11:00,  18000.0,   0.348300,   -0.150947,   98.629332,   65.294635,   0.045886,   -0.050893,   -1.156421,   749.520855,   396.470309,   0.954219,   1.788066,   0.940767,   -1.466646,   97.103887,   3.219104,   66.068507,   -35.807455,   -0.055854,   0.000179,   3.645024,   51.756370,   103.512740,  
18/01/23 11:00 11:30,  17999.0,   0.348131,   -0.151017,   59.761884,   80.266256,   0.056922,   -0.018350,   -0.416944,   749.749541,   396.019199,   0.954347,   1.905038,   0.940903,   -1.932400,   97.105513,   4.021487,   75.392048,   -56.916457,   -0.035139,   0.000179,   3.097371,   58.983873,   117.967747,  
18/01/23 11:30 12:00,  18000.0,   0.368759,   -0.169621,   73.291877,   89.753467,   0.063604,   -0.026195,   -0.595217,   749.902942,   395.689046,   0.954346,   1.834420,   0.940892,   -2.171655,   97.119521,   4.948115,   71.124929,   -55.507938,   -0.036031,   0.000201,   3.153680,   54.992568,   109.985135,  
18/01/23 12:00 12:30,  18000.0,   0.320137,   -0.128092,   57.723006,   80.163235,   0.056896,   -0.025285,   -0.574539,   751.065527,   395.525070,   0.954897,   1.732785,   0.941117,   -2.724566,   97.134784,   4.959257,   73.619307,   -45.736287,   -0.043729,   0.000151,   3.665056,   55.897206,   111.794411,  
18/01/23 12:30 13:00,  18000.0,   0.333125,   -0.138615,   69.195530,   83.519227,   0.059196,   -0.048133,   -1.093697,   750.547177,   395.484875,   0.955000,   1.755783,   0.941592,   -2.505641,   97.145683,   4.445583,   73.677472,   -43.399181,   -0.046084,   0.000164,   2.944527,   64.089708,   128.179417,  
18/01/23 13:00 13:30,  17999.0,   0.337152,   -0.141987,   79.302865,   88.585686,   0.062721,   -0.055986,   -1.272134,   750.533720,   395.474156,   0.955000,   1.782133,   0.941304,   -2.480164,   97.161009,   4.903698,   72.472701,   -39.450448,   -0.050697,   0.000168,   3.125125,   60.404810,   120.809619,  
18/01/23 13:30 14:00,  18000.0,   0.353741,   -0.156265,   72.732456,   73.606262,   0.051996,   -0.061933,   -1.407259,   750.487211,   395.544655,   0.955000,   1.913904,   0.941743,   -2.316816,   97.180082,   4.178266,   66.247852,   -49.967825,   -0.040026,   0.000185,   3.588645,   51.626725,   103.253450,  
18/01/23 14:00 14:30,  18000.0,   0.307412,   -0.118089,   63.319878,   78.248490,   0.055433,   -0.043489,   -0.988179,   750.977786,   395.552085,   0.955000,   1.858140,   0.941821,   -2.467900,   97.194771,   4.049614,   69.667314,   -37.234405,   -0.053714,   0.000140,   4.039613,   53.771171,   107.542342,  
18/01/23 14:30 15:00,  18000.0,   0.354848,   -0.157067,   53.146869,   87.356555,   0.062007,   -0.028071,   -0.637848,   749.288089,   395.352674,   0.955000,   2.075838,   0.941696,   -2.018539,   97.199810,   3.998716,   72.982348,   -66.795372,   -0.029942,   0.000186,   3.058976,   58.485355,   116.970710,  
18/01/23 15:00 15:30,  17999.0,   0.357005,   -0.158817,   88.614794,   73.635688,   0.051835,   -0.059274,   -1.346850,   749.111102,   395.672001,   0.955010,   2.013102,   0.941715,   -1.639190,   97.205624,   4.000331,   68.444966,   -42.574464,   -0.046977,   0.000188,   3.328089,   54.351045,   108.702091,  
18/01/23 15:30 16:00,  18000.0,   0.238392,   -0.070789,   72.685834,   89.907424,   0.063571,   -0.051133,   -1.161871,   749.105839,   395.815097,   0.954888,   2.230776,   0.941291,   -1.626569,   97.206667,   4.437704,   86.959194,   -15.125421,   -0.132228,   0.000084,   5.162461,   56.399860,   112.799719,  
18/01/23 16:00 16:30,  18000.0,   0.207184,   -0.053480,   70.651055,   85.701839,   0.060557,   -0.050296,   -1.142843,   748.490754,   395.398529,   0.954998,   2.276982,   0.941202,   -1.762276,   97.213763,   4.934396,   101.730636,   -10.229027,   -0.195522,   0.000063,   5.789702,   58.830263,   117.660525,  
18/01/23 16:30 17:00,  18000.0,   0.288125,   -0.103417,   63.662589,   78.250071,   0.055302,   -0.047733,   -1.084612,   748.036755,   395.205902,   0.954998,   2.285233,   0.941272,   -1.726676,   97.225352,   5.336708,   91.835953,   -30.509107,   -0.065554,   0.000123,   3.431147,   65.213041,   130.426082,  
18/01/23 17:00 17:30,  17881.0,   0.302548,   -0.114251,   56.063300,   55.904220,   0.039267,   -0.058069,   -1.319475,   748.927600,   394.900659,   0.954419,   2.563662,   0.940700,   -2.245445,   97.255714,   5.214935,   75.950990,   -27.181646,   -0.073579,   0.000135,   3.491532,   61.358535,   122.717070,  
18/01/23 17:30 18:00,  17792.0,   0.236563,   -0.070000,   20.550849,   17.223249,   0.012014,   -0.185206,   -4.208319,   749.250140,   394.217815,   0.953762,   2.825050,   0.939985,   -2.843283,   97.278635,   5.827110,   98.981016,   -13.477286,   -0.148398,   0.000083,   4.920964,   59.036765,   118.073529,  
18/01/23 18:00 18:30,  17803.0,   0.264306,   -0.087407,   22.234672,   16.989440,   0.011819,   -0.268565,   -6.102432,   748.963336,   393.950308,   0.953646,   2.845141,   0.939912,   -2.898105,   97.286058,   6.648513,   99.597005,   -16.327244,   -0.122495,   0.000103,   4.489768,   57.131522,   114.263045,  
18/01/23 18:30 19:00,  17940.0,   0.262745,   -0.086344,   51.452406,   41.840588,   0.029140,   -0.164546,   -3.738875,   748.216713,   393.707812,   0.953829,   2.908218,   0.940145,   -2.756295,   97.300561,   6.905865,   105.555823,   -17.334205,   -0.115379,   0.000102,   4.698108,   55.409361,   110.818723,  
18/01/23 19:00 19:30,  17800.0,   0.290477,   -0.105571,   45.150887,   36.799732,   0.025641,   -0.197347,   -4.484180,   748.931300,   393.942684,   0.953786,   2.871007,   0.940013,   -2.774546,   97.322700,   7.291492,   104.635068,   -18.664864,   -0.107153,   0.000125,   4.295822,   54.057487,   108.114974,  
18/01/23 19:30 20:00,  17917.0,   0.287370,   -0.103389,   34.846062,   31.281693,   0.021863,   -0.201774,   -4.584788,   749.103887,   393.788748,   0.953927,   2.798340,   0.940333,   -2.876253,   97.341154,   7.402684,   105.983022,   -21.782757,   -0.091816,   0.000122,   4.278082,   54.800186,   109.600372,  
18/01/23 20:00 20:30,  17952.0,   0.309093,   -0.119648,   47.219575,   43.889557,   0.030701,   -0.256041,   -5.817859,   749.419606,   393.833984,   0.953906,   2.789830,   0.940236,   -2.902142,   97.361876,   7.745744,   104.961818,   -23.861073,   -0.083819,   0.000141,   3.930147,   54.678151,   109.356302,  
18/01/23 20:30 21:00,  17923.0,   0.278794,   -0.097354,   51.875777,   33.670989,   0.023278,   -0.175440,   -3.986403,   749.003439,   393.552566,   0.953548,   2.939358,   0.939655,   -2.910956,   97.387401,   7.080957,   101.442735,   -18.742843,   -0.106707,   0.000115,   4.402615,   55.137971,   110.275942,  
18/01/23 21:00 21:30,  17551.0,   0.306677,   -0.117999,   33.603192,   10.987684,   0.007329,   -0.453819,   -10.311838,   749.930740,   393.383366,   0.951939,   2.969065,   0.937828,   -3.325510,   97.407400,   7.460002,   97.635636,   -24.313811,   -0.082258,   0.000139,   3.807335,   56.509983,   113.019967,  
18/01/23 21:30 22:00,  17322.0,   0.300644,   -0.113495,   13.858428,   6.104110,   0.004148,   -0.334844,   -7.608450,   750.264546,   393.238950,   0.950860,   2.950918,   0.936655,   -3.498822,   97.427571,   7.557219,   102.254066,   -22.045556,   -0.090721,   0.000134,   4.057886,   54.737655,   109.475309,  
18/01/23 22:00 22:30,  17849.0,   0.311661,   -0.121985,   31.406230,   15.969543,   0.010939,   -0.313761,   -7.129390,   751.007693,   393.560937,   0.952726,   2.884964,   0.938711,   -3.492127,   97.439653,   7.954557,   104.631976,   -23.907648,   -0.083655,   0.000143,   3.956211,   53.958310,   107.916621,  
18/01/23 22:30 23:00,  17875.0,   0.295839,   -0.109889,   35.667010,   22.946285,   0.015869,   -0.211381,   -4.803084,   750.963685,   393.628141,   0.953593,   2.858017,   0.939655,   -3.374803,   97.453696,   7.901347,   104.611211,   -22.110182,   -0.090456,   0.000129,   4.321912,   52.858525,   105.717050,  
18/01/23 23:00 23:30,  17660.0,   0.316624,   -0.125864,   31.725606,   21.841397,   0.015132,   -0.479354,   -10.892061,   750.667204,   393.498952,   0.953176,   2.894297,   0.939208,   -3.321651,   97.467614,   8.150101,   105.131539,   -25.915293,   -0.077175,   0.000148,   4.063019,   52.022755,   104.045510,  
18/01/23 23:30 24:00,  17767.0,   0.349990,   -0.153769,   48.974523,   27.891360,   0.019196,   -0.316890,   -7.200497,   750.333404,   393.375104,   0.953453,   2.893667,   0.939502,   -3.261968,   97.477605,   8.501266,   105.155688,   -30.607665,   -0.065343,   0.000181,   3.450254,   53.828479,   107.656958,  
18/01/24 0:00 0:30,  17504.0,   0.340830,   -0.145800,   55.289346,   40.870664,   0.028385,   -0.057664,   -1.310263,   749.984555,   393.263581,   0.953310,   2.888630,   0.939475,   -3.143292,   97.497568,   8.426043,   105.158503,   -29.903473,   -0.066882,   0.000172,   3.550426,   53.974980,   107.949960,  
18/01/24 0:30 1:00,  16897.0,   0.367495,   -0.169652,   12.272007,   2.528837,   0.001617,   -0.443013,   -10.066299,   750.476014,   393.181562,   0.951790,   2.951990,   0.937683,   -3.360485,   97.512860,   8.851398,   106.820205,   -33.670457,   -0.059399,   0.000199,   3.254463,   53.804264,   107.608528,  
18/01/24 1:00 1:30,  17215.0,   0.398653,   -0.199578,   36.488035,   5.562914,   0.003410,   -0.502989,   -11.429105,   750.282856,   393.200729,   0.952799,   2.948754,   0.938816,   -3.238318,   97.521211,   8.970116,   107.985285,   -41.543471,   -0.048142,   0.000235,   2.891642,   54.657348,   109.314697,  
18/01/24 1:30 2:00,  16869.0,   0.403487,   -0.204571,   29.361661,   26.501650,   0.018494,   -0.272239,   -6.185915,   750.812051,   393.240649,   0.952376,   2.927820,   0.938308,   -3.371917,   97.531980,   9.409768,   106.942755,   -44.231837,   -0.045216,   0.000240,   2.872663,   54.307458,   108.614916,  
18/01/24 2:00 2:30,  17090.0,   0.370960,   -0.172955,   35.700130,   20.137795,   0.013845,   -0.437729,   -9.946236,   750.886684,   393.194321,   0.952408,   2.931629,   0.938296,   -3.388560,   97.546626,   9.003563,   104.410337,   -35.791840,   -0.055879,   0.000203,   3.152161,   54.697835,   109.395670,  
18/01/24 2:30 3:00,  16818.0,   0.370114,   -0.172226,   22.668279,   12.524642,   0.008602,   -0.574957,   -13.064388,   750.649633,   392.939169,   0.951297,   2.947635,   0.937109,   -3.451465,   97.565338,   8.543808,   103.478682,   -36.954737,   -0.054120,   0.000202,   3.083557,   55.792311,   111.584623,  
18/01/24 3:00 3:30,  16201.0,   0.320680,   -0.129384,   13.271688,   2.595135,   0.001649,   -0.367469,   -8.349762,   751.603293,   393.152568,   0.950500,   2.949052,   0.936268,   -3.601491,   97.578178,   8.484290,   103.282486,   -27.942301,   -0.071576,   0.000152,   3.993734,   52.100624,   104.201249,  
18/01/24 3:30 4:00,  16761.0,   0.328870,   -0.136113,   20.940091,   4.350237,   0.002787,   -0.197804,   -4.494570,   751.563495,   393.033333,   0.950580,   2.924643,   0.936255,   -3.618023,   97.598423,   8.234571,   104.328736,   -29.103343,   -0.068721,   0.000160,   3.728765,   53.719755,   107.439509,  
18/01/24 4:00 4:30,  16484.0,   0.327972,   -0.135444,   23.888995,   -6.345374,   -0.004902,   -0.198837,   -4.518041,   752.164162,   393.130869,   0.951105,   2.916646,   0.936831,   -3.671219,   97.630340,   8.438802,   105.129972,   -28.958854,   -0.069064,   0.000159,   3.742820,   53.699769,   107.399537,  
18/01/24 4:30 5:00,  17167.0,   0.316007,   -0.125781,   20.871413,   -1.289521,   -0.001242,   -0.304805,   -6.925881,   752.488673,   393.179224,   0.951617,   2.917865,   0.937320,   -3.659684,   97.667049,   7.884891,   103.723079,   -27.446843,   -0.072868,   0.000147,   3.750464,   55.567420,   111.134841,  
18/01/24 5:00 5:30,  16574.0,   0.317738,   -0.127265,   19.905253,   1.872133,   0.001029,   -0.407306,   -9.254959,   753.360589,   393.318858,   0.950099,   2.946844,   0.935965,   -3.732982,   97.717549,   7.378454,   95.746410,   -27.460823,   -0.072831,   0.000149,   3.545702,   57.815094,   115.630187,  
18/01/24 5:30 6:00,  17344.0,   0.295863,   -0.110549,   17.136539,   1.961101,   0.001146,   -0.228473,   -5.191447,   755.257544,   393.588200,   0.951642,   2.837130,   0.937416,   -4.121046,   97.756539,   7.159829,   97.251660,   -23.981911,   -0.083396,   0.000129,   3.711735,   59.698028,   119.396056,  
18/01/24 6:00 6:30,  17229.0,   0.289710,   -0.106030,   13.003436,   8.027967,   0.005542,   -0.451986,   -10.270181,   755.813763,   393.755765,   0.951940,   2.843670,   0.937754,   -4.099619,   97.787491,   6.955091,   94.226583,   -22.090115,   -0.090538,   0.000124,   4.017307,   57.180602,   114.361203,  
18/01/24 6:30 7:00,  17190.0,   0.268176,   -0.090896,   13.486815,   11.629604,   0.008107,   -0.416023,   -9.453035,   756.715279,   394.043366,   0.950938,   2.859886,   0.937057,   -4.134106,   97.821181,   6.662329,   96.801735,   -18.646586,   -0.107258,   0.000106,   4.292733,   58.400127,   116.800255,  
18/01/24 7:00 7:30,  17311.0,   0.238056,   -0.071660,   7.929555,   1.397353,   0.000879,   -0.369107,   -8.386976,   756.928400,   393.959782,   0.952078,   2.867867,   0.938183,   -4.152429,   97.853054,   6.290427,   103.083955,   -13.787287,   -0.145061,   0.000084,   5.153088,   56.558277,   113.116553,  
18/01/24 7:30 8:00,  17668.0,   0.241891,   -0.073983,   29.111115,   13.071513,   0.008903,   -0.207604,   -4.717252,   756.756530,   393.892909,   0.953468,   2.855971,   0.939502,   -4.012184,   97.877430,   6.448291,   102.776996,   -14.459576,   -0.138317,   0.000086,   5.206508,   55.242717,   110.485433,  
18/01/24 8:00 8:30,  17697.0,   0.227884,   -0.065705,   23.126224,   8.945648,   0.006048,   -0.185426,   -4.213316,   757.267873,   393.904353,   0.953650,   2.830274,   0.939699,   -4.107512,   97.900608,   6.231913,   104.876939,   -13.194995,   -0.151573,   0.000077,   5.551559,   55.557395,   111.114791,  
18/01/24 8:30 9:00,  17559.0,   0.225721,   -0.064453,   9.503314,   11.019982,   0.007730,   -0.148636,   -3.377366,   756.686299,   393.664784,   0.953283,   2.888597,   0.939344,   -4.008257,   97.918777,   5.857422,   101.290501,   -12.844013,   -0.155715,   0.000075,   5.216137,   58.931746,   117.863492,  
18/01/24 9:00 9:30,  17717.0,   0.243334,   -0.074941,   12.640311,   17.164765,   0.012075,   -0.207977,   -4.725724,   757.249794,   393.767376,   0.953535,   2.848755,   0.939653,   -4.023406,   97.944169,   5.557842,   90.182818,   -15.666041,   -0.127665,   0.000087,   4.734000,   59.273129,   118.546258,  
18/01/24 9:30 10:00,  17695.0,   0.261335,   -0.086556,   13.710466,   8.222790,   0.005678,   -0.180352,   -4.098022,   758.956663,   394.124315,   0.953764,   2.732277,   0.939963,   -4.326257,   97.967204,   5.709124,   83.455158,   -18.913514,   -0.105744,   0.000101,   4.166300,   61.314205,   122.628409,  
18/01/24 10:00 10:30,  17817.0,   0.276365,   -0.096815,   49.122964,   38.940175,   0.027139,   -0.207646,   -4.718213,   758.935090,   394.044078,   0.954080,   2.649121,   0.940377,   -4.329910,   97.981068,   6.053699,   89.795085,   -20.754299,   -0.096366,   0.000113,   4.081031,   59.081589,   118.163178,  
18/01/24 10:30 11:00,  17781.0,   0.248835,   -0.078455,   73.612351,   55.191601,   0.038408,   -0.103953,   -2.362068,   758.614369,   394.042480,   0.953887,   2.663318,   0.940249,   -4.194668,   97.981642,   6.246105,   98.747731,   -14.061634,   -0.142231,   0.000091,   4.733148,   58.026985,   116.053970,  
18/01/24 11:00 11:30,  17857.0,   0.214660,   -0.058348,   67.737228,   53.368664,   0.037188,   -0.083213,   -1.890798,   758.170197,   394.054164,   0.954088,   2.678489,   0.940444,   -3.987044,   97.988690,   5.949566,   99.158268,   -11.059136,   -0.180846,   0.000068,   5.955187,   55.607824,   111.215648,  
18/01/24 11:30 12:00,  17901.0,   0.235764,   -0.070308,   83.562683,   69.949000,   0.048835,   -0.100083,   -2.274131,   757.408289,   394.092977,   0.954349,   2.668972,   0.940705,   -3.670490,   97.995714,   5.946598,   102.547390,   -12.068452,   -0.165721,   0.000082,   5.079399,   57.745206,   115.490412,  
18/01/24 12:00 12:30,  17982.0,   0.229670,   -0.066643,   82.263183,   73.737415,   0.051593,   -0.046686,   -1.060824,   757.085645,   394.384368,   0.954489,   2.635929,   0.940889,   -3.310695,   97.994300,   5.895831,   107.044025,   -12.273047,   -0.162959,   0.000078,   5.234179,   57.803737,   115.607475,  
18/01/24 12:30 13:00,  18000.0,   0.219494,   -0.060778,   74.864749,   73.346368,   0.051451,   -0.052028,   -1.182189,   756.343924,   394.582238,   0.954680,   2.600634,   0.940976,   -2.880135,   97.992087,   5.683441,   107.137232,   -11.718570,   -0.170669,   0.000071,   5.813361,   55.498787,   110.997574,  
18/01/24 13:00 13:30,  18000.0,   0.218943,   -0.060410,   68.280843,   72.931981,   0.051295,   -0.052026,   -1.182143,   755.906941,   394.766626,   0.954820,   2.516572,   0.940995,   -2.569167,   97.991907,   5.461426,   107.110270,   -12.691525,   -0.157585,   0.000071,   5.440088,   58.665429,   117.330858,  
18/01/24 13:30 14:00,  17999.0,   0.205495,   -0.053166,   65.218323,   73.269001,   0.051603,   -0.042406,   -0.963574,   755.312404,   394.835038,   0.954768,   2.480085,   0.940997,   -2.321114,   97.986146,   5.453778,   111.169281,   -10.952750,   -0.182603,   0.000062,   6.071214,   57.081319,   114.162638,  
18/01/24 14:00 14:30,  18000.0,   0.206320,   -0.053556,   67.341306,   77.052965,   0.054296,   -0.046866,   -1.064907,   754.968140,   394.936419,   0.954831,   2.472230,   0.940999,   -2.168207,   97.976549,   5.367484,   114.603247,   -10.722575,   -0.186522,   0.000063,   6.057573,   56.966049,   113.932098,  
18/01/24 14:30 15:00,  18000.0,   0.183487,   -0.042357,   56.573013,   64.850812,   0.045700,   -0.038167,   -0.867241,   754.976824,   394.945277,   0.954891,   2.471266,   0.941000,   -2.166220,   97.978100,   5.110611,   113.079366,   -8.976614,   -0.222801,   0.000050,   6.961342,   56.985118,   113.970236,  
18/01/24 15:00 15:30,  18000.0,   0.206637,   -0.053672,   69.805716,   82.006375,   0.057788,   -0.053981,   -1.226565,   754.324719,   394.953834,   0.954967,   2.555925,   0.941000,   -1.935998,   97.981156,   4.683440,   117.079207,   -10.375053,   -0.192770,   0.000063,   5.664074,   60.023026,   120.046053,  
18/01/24 15:30 16:00,  17999.0,   0.192530,   -0.046616,   60.563099,   71.263823,   0.050253,   -0.042175,   -0.958307,   754.672509,   394.956409,   0.954969,   2.455415,   0.941000,   -2.067853,   97.985339,   4.742180,   108.449590,   -9.672019,   -0.206782,   0.000055,   6.211859,   59.631657,   119.263314,  
18/01/24 16:00 16:30,  18000.0,   0.195884,   -0.048290,   56.611351,   68.269721,   0.048215,   -0.039831,   -0.905066,   755.497430,   395.097732,   0.954998,   2.277246,   0.941000,   -2.258821,   97.983813,   4.803556,   123.076505,   -10.880639,   -0.183813,   0.000057,   6.477198,   56.729467,   113.458934,  
18/01/24 16:30 17:00,  18000.0,   0.202055,   -0.051381,   51.231436,   66.719164,   0.047235,   -0.032857,   -0.746599,   755.377320,   395.038808,   0.955000,   2.077650,   0.941075,   -2.286673,   97.979824,   5.464793,   125.282461,   -13.128133,   -0.152345,   0.000060,   6.525329,   54.753853,   109.507707,  
18/01/24 17:00 17:30,  18000.0,   0.222852,   -0.062598,   57.441567,   72.278205,   0.051119,   -0.035021,   -0.795757,   756.747911,   395.148723,   0.955000,   2.104886,   0.941514,   -2.631035,   97.978865,   4.796695,   129.851310,   -15.746894,   -0.127009,   0.000073,   5.876398,   54.230412,   108.460824,  
18/01/24 17:30 18:00,  17999.0,   0.197497,   -0.049180,   57.401990,   77.201258,   0.054651,   -0.037845,   -0.859917,   756.733138,   395.015478,   0.955000,   2.076645,   0.941276,   -2.814950,   97.975948,   5.097371,   130.133162,   -10.918441,   -0.183176,   0.000058,   7.890486,   48.066880,   96.133760,  
18/01/24 18:00 18:30,  18000.0,   0.227176,   -0.064995,   60.581276,   80.947598,   0.057339,   -0.039878,   -0.906117,   755.238278,   394.697115,   0.955000,   2.016236,   0.941762,   -2.540156,   97.973708,   5.447727,   128.587937,   -15.750910,   -0.126977,   0.000076,   6.228534,   50.822425,   101.644849,  
18/01/24 18:30 19:00,  18000.0,   0.214459,   -0.057919,   52.663639,   68.623872,   0.048618,   -0.033191,   -0.754178,   755.266148,   394.736456,   0.955000,   1.956159,   0.941811,   -2.524054,   97.977413,   5.470111,   129.068735,   -15.269724,   -0.130978,   0.000068,   6.907823,   49.427336,   98.854672,  
18/01/24 19:00 19:30,  18000.0,   0.227937,   -0.065446,   56.083612,   74.550536,   0.052830,   -0.036704,   -0.833998,   755.278898,   394.632074,   0.955000,   1.944845,   0.941826,   -2.598171,   97.987035,   5.506336,   130.199701,   -17.193966,   -0.116320,   0.000077,   5.816938,   53.508415,   107.016830,  
18/01/24 19:30 20:00,  17999.0,   0.210941,   -0.056159,   55.009515,   72.574058,   0.051398,   -0.034466,   -0.783139,   756.844726,   394.684301,   0.954999,   1.952438,   0.941549,   -3.098683,   97.991964,   4.948722,   136.337524,   -13.903131,   -0.143852,   0.000066,   6.493701,   52.758856,   105.517712,  
18/01/24 20:00 20:30,  18000.0,   0.226643,   -0.064924,   63.240940,   78.209311,   0.055348,   -0.048259,   -1.096562,   758.197201,   394.824641,   0.954998,   1.903438,   0.941424,   -3.510590,   97.994402,   5.111752,   137.430727,   -15.066749,   -0.132743,   0.000076,   5.589412,   55.545065,   111.090131,  
18/01/24 20:30 21:00,  18000.0,   0.186751,   -0.044082,   57.067804,   85.947963,   0.060922,   -0.035803,   -0.813527,   758.136510,   394.772506,   0.954995,   1.973938,   0.941527,   -3.585834,   97.996645,   4.831633,   138.184765,   -9.212612,   -0.217094,   0.000052,   8.463975,   47.927011,   95.854023,  
18/01/24 21:00 21:30,  17999.0,   0.201228,   -0.051143,   42.611904,   65.151372,   0.046197,   -0.021810,   -0.495568,   757.390111,   394.682905,   0.954986,   1.969002,   0.941681,   -3.356623,   97.995279,   4.141062,   125.302348,   -15.416909,   -0.129728,   0.000060,   6.756500,   53.458384,   106.916768,  
18/01/24 21:30 22:00,  18000.0,   0.233907,   -0.069216,   71.170025,   80.806870,   0.057078,   -0.048856,   -1.110120,   759.050839,   394.905654,   0.954998,   1.983923,   0.941326,   -3.815161,   97.991811,   4.478952,   144.178069,   -14.796982,   -0.135163,   0.000081,   5.234804,   56.797348,   113.594697,  
18/01/24 22:00 22:30,  18000.0,   0.211457,   -0.056599,   77.210028,   86.412169,   0.061041,   -0.055588,   -1.263087,   759.538139,   394.930333,   0.954994,   1.929816,   0.941192,   -4.013002,   97.979025,   5.155385,   136.010545,   -10.084347,   -0.198327,   0.000066,   7.120252,   48.896899,   97.793799,  
18/01/24 22:30 23:00,  18000.0,   0.237362,   -0.071319,   78.139126,   84.693013,   0.059781,   -0.055865,   -1.269389,   759.405549,   394.848899,   0.954992,   1.968827,   0.941260,   -4.076141,   97.971292,   5.205330,   132.487312,   -14.118683,   -0.141656,   0.000083,   6.049549,   49.886464,   99.772928,  
18/01/24 23:00 23:30,  17999.0,   0.300825,   -0.114354,   82.561602,   90.156199,   0.063584,   -0.056376,   -1.280985,   757.407321,   394.495711,   0.954987,   2.133203,   0.941136,   -3.621680,   97.958362,   5.407165,   138.146262,   -27.185996,   -0.073567,   0.000134,   4.036799,   54.934362,   109.868723,  
18/01/24 23:30 24:00,  18000.0,   0.250614,   -0.079483,   84.266002,   75.933911,   0.053464,   -0.074281,   -1.687830,   759.319376,   394.911770,   0.954945,   1.944558,   0.941231,   -4.035501,   97.947383,   5.270351,   129.212723,   -15.554411,   -0.128581,   0.000093,   5.152830,   53.845724,   107.691448,  
18/01/25 0:00 0:30,  18000.0,   0.238109,   -0.071741,   68.449245,   67.168582,   0.047384,   -0.044688,   -1.015422,   759.324927,   394.959747,   0.954998,   1.874274,   0.941342,   -4.043575,   97.931508,   5.101149,   133.007371,   -16.350829,   -0.122318,   0.000084,   5.225540,   55.918104,   111.836208,  
18/01/25 0:30 1:00,  17999.0,   0.233492,   -0.068874,   61.836738,   75.265000,   0.053279,   -0.038168,   -0.867265,   757.498027,   394.651196,   0.955000,   1.831228,   0.941817,   -3.614452,   97.919448,   5.079524,   131.224188,   -16.853603,   -0.118669,   0.000081,   5.644204,   53.567861,   107.135721,  
18/01/25 1:00 1:30,  18000.0,   0.200231,   -0.050569,   48.621814,   64.155599,   0.045471,   -0.029189,   -0.663245,   755.771099,   394.376953,   0.955000,   1.828887,   0.941986,   -3.240826,   97.896395,   4.341626,   129.234971,   -13.441026,   -0.148798,   0.000059,   6.844470,   53.158797,   106.317593,  
18/01/25 1:30 2:00,  18000.0,   0.169702,   -0.036310,   40.561425,   51.186474,   0.036233,   -0.027838,   -0.632545,   755.253248,   394.262691,   0.955000,   1.945389,   0.941954,   -3.233628,   97.877413,   3.666161,   135.409229,   -9.836702,   -0.203320,   0.000043,   8.112970,   54.295673,   108.591346,  
18/01/25 2:00 2:30,  18000.0,   0.224165,   -0.063340,   53.722436,   71.260277,   0.050471,   -0.037907,   -0.861335,   755.073640,   394.266296,   0.955000,   1.943063,   0.941946,   -3.209967,   97.850388,   4.163568,   147.409101,   -17.056033,   -0.117261,   0.000074,   4.877409,   62.595878,   125.191756,  
18/01/25 2:30 3:00,  17999.0,   0.235310,   -0.069814,   57.412680,   76.515864,   0.054209,   -0.041038,   -0.932482,   755.739149,   394.508013,   0.955000,   1.887666,   0.941965,   -3.364931,   97.822420,   3.954597,   147.719337,   -18.449977,   -0.108401,   0.000082,   4.389678,   65.015937,   130.031874,  
18/01/25 3:00 3:30,  18000.0,   0.203279,   -0.052144,   47.338002,   58.233309,   0.041222,   -0.037819,   -0.859341,   756.851209,   394.762468,   0.955000,   1.844659,   0.941891,   -3.633955,   97.796112,   3.478532,   163.441217,   -14.499494,   -0.137936,   0.000061,   4.984715,   67.528413,   135.056826,  
18/01/25 3:30 4:00,  18000.0,   0.163662,   -0.033859,   42.538317,   54.230389,   0.038403,   -0.031002,   -0.704434,   758.818221,   395.099184,   0.955000,   1.772521,   0.941895,   -4.195746,   97.771057,   3.035877,   179.810005,   -8.400264,   -0.238088,   0.000040,   7.178275,   61.974663,   123.949326,  
