Date_Time, npoints, u_starr, taur, Hcr, LE_wplr, Evap, Fc_wplr,Fc_wpl_umol, CO2_conc,CO2_PPM, CO2_sig_str, H2O_conc, H2O_sig_str, Temp_amb,Amb_Press, wind_speed, wind_dir,obukhov,zeta,rou,sigmaw_ustar,Xmax,XR90,Cd2m,Ce2m,
TS, Tot, m/s, Kg/(m s^2), W/m^2, W/m^2, L/m^2, mg/(m^2 s),umol/(m^2 s), mg/m^3,PPM, arb, g/m^3, arb, Celsius,kPa, m/s, Degrees, m, arb, m,arb, m,m, arb,arb,
19/12/25 18:30 19:00,36000.0,0.133427,-0.022173,109.243922,6.265200,0.002205,-0.068923,-1.566094,767.629643,405.597706,0.955754,3.971655,0.945845,-0.073293,97.766938,1.673257,12.799026,-1.902203,-0.946271,0.000026,15.296446,36.934874,73.869748,0.001586,0.001943,
19/12/25 19:00 19:30,35999.0,0.052889,-0.003490,101.704785,8.304574,0.003855,-0.061612,-1.399971,766.756234,404.450906,0.955379,3.907754,0.945306,-0.740604,97.783113,1.517157,16.793780,-0.127272,-14.142902,0.000034,97.519837,17.273642,34.547284,0.002452,0.003892,
19/12/25 19:30 20:00,36000.0,0.148735,-0.027640,29.345151,8.813994,0.005700,-0.009609,-0.218334,767.176236,404.068437,0.955883,3.930119,0.945910,-0.750143,97.793569,1.000930,102.793808,-9.811251,-0.183463,0.000033,10.541658,44.899214,89.798428,0.001457,0.001646,
19/12/25 20:00 20:30,35999.0,0.125800,-0.019833,0.533680,1.894652,0.001343,-0.002083,-0.047326,771.592157,405.170448,0.955172,3.964134,0.945155,-1.677303,97.797173,1.864007,143.716795,-326.440691,-0.005514,0.000023,8.475420,62.614867,125.229734,0.001269,0.001428,
19/12/25 20:30 21:00,35999.0,0.081549,-0.008340,12.828733,3.452482,0.002202,-0.003631,-0.082498,770.082496,404.086409,0.955328,3.939004,0.945327,-2.062322,97.812359,1.245537,162.815789,-3.699729,-0.486522,0.000022,18.455385,47.733425,95.466850,0.001443,0.001825,
19/12/25 21:00 21:30,36000.0,0.058636,-0.004307,49.684489,5.496525,0.002913,-0.018629,-0.423298,768.724838,403.851966,0.955610,3.899788,0.945430,-1.826240,97.826983,0.768815,36.746096,-0.355163,-5.068092,0.000031,64.299584,22.361982,44.723963,0.002017,0.002930,
19/12/25 21:30 22:00,35999.0,0.122443,-0.018796,38.858781,3.554436,0.001751,-0.014301,-0.324958,769.039262,403.675488,0.955340,3.872477,0.945040,-2.042168,97.835674,0.831399,47.960949,-4.135315,-0.435275,0.000022,13.628351,43.924982,87.849963,0.001432,0.001737,
19/12/25 22:00 22:30,36000.0,0.083338,-0.008714,41.317766,3.646193,0.001763,-0.039689,-0.901829,769.670672,403.686049,0.955034,3.886204,0.944972,-2.233588,97.847899,0.767135,25.756186,-1.226405,-1.467705,0.000022,27.566140,34.083677,68.167353,0.001595,0.002121,
19/12/25 22:30 23:00,35999.0,0.101281,-0.012887,47.743925,7.548339,0.004440,-0.064792,-1.472224,770.559330,403.630776,0.953909,3.807232,0.943892,-2.666373,97.853341,1.200265,16.796939,-1.905063,-0.944851,0.000018,18.797399,40.156654,80.313307,0.001467,0.001899,
19/12/25 23:00 23:30,36000.0,0.104880,-0.013831,21.075207,5.675122,0.003637,-0.027170,-0.617360,770.925853,403.476118,0.953817,3.780819,0.943795,-2.783081,97.853128,0.597952,85.815181,-4.792372,-0.375597,0.000017,14.248191,48.859427,97.718854,0.001350,0.001681,
19/12/25 23:30 24:00,35999.0,0.097863,-0.012051,17.991782,2.307471,0.001301,-0.042308,-0.961331,771.082290,403.266993,0.949887,3.676013,0.940171,-2.993118,97.846931,0.531343,91.494998,-4.560009,-0.394736,0.000018,15.705902,47.541308,95.082616,0.001372,0.001715,
19/12/26 00:00 00:30,35999.0,0.094449,-0.011238,42.250992,-6.598339,-0.005341,-0.255317,-5.801415,801.616540,418.773069,0.822336,2.803485,0.827055,-3.283501,97.858149,0.892200,348.056996,-1.744763,-1.031659,0.000019,19.725542,40.659101,81.318201,0.001500,0.001953,
19/12/26 00:30 01:00,36000.0,0.079223,-0.007911,31.556569,9.816256,0.006419,-0.084851,-1.928026,857.360651,447.646151,0.738925,3.579032,0.753810,-3.403073,97.864052,0.720589,359.606151,-1.379395,-1.304920,0.000023,24.403532,38.987196,77.974392,0.001591,0.002106,
19/12/26 01:00 01:30,35999.0,0.105183,-0.013962,27.741672,7.090285,0.004528,-0.019499,-0.443060,852.748162,444.696232,0.765512,3.673970,0.777753,-3.719736,97.873876,0.686157,5.827343,-3.672861,-0.490081,0.000017,13.771025,50.103492,100.206984,0.001376,0.001731,
19/12/26 01:30 02:00,36000.0,0.070985,-0.006369,34.202013,9.476142,0.006123,0.028185,0.640422,841.079799,437.895996,0.793167,3.577914,0.801806,-3.873269,97.889325,0.667816,17.589144,-0.915766,-1.965567,0.000025,30.427472,35.401974,70.803947,0.001704,0.002314,
19/12/26 02:00 02:30,35999.0,0.070189,-0.006245,42.294401,16.111853,0.010791,-0.152909,-3.474459,798.001526,414.266994,0.890944,3.195694,0.887318,-4.637289,97.910974,1.433466,12.105542,-0.715888,-2.514361,0.000026,41.614884,27.784915,55.569831,0.001761,0.002426,
19/12/26 02:30 03:00,35999.0,0.127753,-0.020715,39.867011,18.992686,0.012905,-0.065692,-1.492668,793.774132,411.585232,0.898039,3.107491,0.893497,-4.915438,97.921868,0.995638,7.779328,-4.579747,-0.393035,0.000024,10.881862,50.528772,101.057544,0.001444,0.001729,
19/12/26 03:00 03:30,36000.0,0.060878,-0.004702,37.925375,12.301372,0.008149,-0.027727,-0.630033,785.216907,407.274492,0.930042,3.166820,0.921936,-4.750365,97.924002,1.162467,10.995998,-0.520980,-3.455024,0.000029,47.906982,27.535741,55.071482,0.001893,0.002676,
19/12/26 03:30 04:00,35999.0,0.106164,-0.014316,36.280532,10.530264,0.006922,-0.045642,-1.037100,782.080123,405.225367,0.941005,3.112042,0.932367,-4.808560,97.943163,0.533458,16.121661,-2.888610,-0.623137,0.000017,13.666835,50.068353,100.136706,0.001401,0.001778,
19/12/26 04:00 04:30,36000.0,0.054522,-0.003773,23.165316,6.993336,0.004594,-0.010427,-0.236933,778.519663,403.711493,0.954230,3.260642,0.944288,-3.604118,97.950382,0.560883,130.720128,-0.612908,-2.936820,0.000033,36.947291,36.727287,73.454573,0.001897,0.002666,
19/12/26 04:30 05:00,35999.0,0.288184,-0.104958,29.827597,-1.340406,-0.001471,0.042963,0.976220,777.546721,404.899748,0.955216,3.284625,0.945105,-2.737578,97.954156,0.338318,52.943612,-70.295681,-0.025606,0.000123,1.873142,95.228416,190.456833,0.001772,0.001643,
19/12/26 05:00 05:30,35999.0,0.068727,-0.005962,80.071714,6.030029,0.002992,-0.045635,-1.036943,777.196475,405.209326,0.955125,3.136905,0.944945,-3.301967,97.958009,1.893198,23.552362,-0.355158,-5.068169,0.000026,48.668576,24.892483,49.784966,0.001947,0.002806,
19/12/26 05:30 06:00,36000.0,0.109827,-0.015262,106.209196,4.305189,0.001463,-0.061506,-1.397556,777.912141,404.607262,0.955142,2.895881,0.945111,-3.809397,97.973818,1.776836,21.701648,-1.092641,-1.647385,0.000018,22.232901,32.891263,65.782527,0.001556,0.002047,
19/12/26 06:00 06:30,35999.0,0.099727,-0.012557,120.707557,7.827703,0.003772,-0.038668,-0.878620,777.860109,405.473835,0.955203,2.883064,0.945157,-2.954947,97.998009,1.853792,22.413539,-0.719972,-2.500097,0.000018,28.361634,29.225055,58.450111,0.001637,0.002224,
19/12/26 06:30 07:00,36000.0,0.067760,-0.005797,104.202262,6.577927,0.003129,-0.038106,-0.865867,777.652971,405.378482,0.955237,2.882275,0.944809,-2.960621,98.013914,1.933873,22.050641,-0.261655,-6.879292,0.000026,58.196656,21.798816,43.597633,0.002046,0.003015,
19/12/26 07:00 07:30,35999.0,0.076737,-0.007438,115.585943,8.055709,0.004029,-0.064177,-1.458255,776.940556,404.838686,0.955066,2.856943,0.945001,-3.120773,98.038044,1.942452,22.128930,-0.342688,-5.252594,0.000023,47.282285,23.508218,47.016436,0.001911,0.002746,
19/12/26 07:30 08:00,36000.0,0.109416,-0.015089,134.221770,10.675593,0.005600,-0.070578,-1.603709,775.894057,405.145518,0.955335,2.896053,0.945182,-2.237638,98.058113,1.429562,12.252638,-0.855684,-2.103579,0.000018,20.069414,35.824290,71.648579,0.001598,0.002130,
19/12/26 08:00 08:30,35999.0,0.078054,-0.007671,146.557977,9.930644,0.004809,-0.083211,-1.890752,776.790390,406.001339,0.955034,2.990581,0.944957,-1.961345,98.074987,1.958701,19.291645,-0.284560,-6.325547,0.000023,45.484177,23.949767,47.899533,0.001957,0.002846,
19/12/26 08:30 09:00,36000.0,0.068430,-0.005887,159.838647,9.471116,0.004234,-0.097593,-2.217546,775.619616,406.032573,0.955068,3.039219,0.945021,-1.455308,98.078509,1.922024,20.615377,-0.175821,-10.237673,0.000026,60.972929,20.851198,41.702396,0.002178,0.003305,
19/12/26 09:00 09:30,35999.0,0.159935,-0.032052,155.477908,13.789767,0.007287,-0.032533,-0.739238,773.938607,406.480339,0.955220,3.179163,0.945132,-0.225425,98.092676,1.368324,18.086273,-2.308299,-0.779795,0.000038,11.215403,39.891306,79.782612,0.001674,0.001947,
19/12/26 09:30 10:00,36000.0,0.066199,-0.005488,176.649565,13.607643,0.006710,-0.108498,-2.465342,773.750349,406.631590,0.954995,3.280896,0.944955,-0.153371,98.087506,1.388132,18.970632,-0.144068,-12.494060,0.000027,65.621258,20.141396,40.282792,0.002271,0.003511,
19/12/26 10:00 10:30,35999.0,0.225284,-0.063508,90.608253,19.821247,0.012633,-0.067587,-1.535730,773.221689,406.662908,0.954645,3.301018,0.944581,0.191735,98.106987,1.112423,79.258569,-11.072688,-0.162562,0.000075,5.108908,54.024708,108.049416,0.001706,0.001731,
19/12/26 10:30 11:00,36000.0,0.196021,-0.048004,12.633757,26.311360,0.018654,-0.011898,-0.270353,771.135172,406.213748,0.954000,3.135929,0.943999,0.170601,98.113941,2.688526,105.111498,-52.310227,-0.034410,0.000057,6.891177,48.553369,97.106737,0.001524,0.001567,
19/12/26 11:00 11:30,35999.0,0.195755,-0.047805,13.302165,27.550120,0.019547,-0.018175,-0.412989,769.322765,405.849010,0.954012,3.052273,0.944000,0.580405,98.113095,2.281597,103.847727,-49.476853,-0.036381,0.000057,8.108435,42.684024,85.368047,0.001525,0.001569,
19/12/26 11:30 12:00,36000.0,0.252948,-0.079727,108.504772,14.470846,0.008600,-0.030247,-0.687285,769.262569,406.286365,0.954279,3.133893,0.944291,1.236547,98.132201,1.211194,51.351242,-13.090113,-0.137508,0.000095,4.920956,49.832881,99.665762,0.001774,0.001735,
19/12/26 12:00 12:30,36000.0,0.270390,-0.091230,131.565950,22.611084,0.014067,-0.103662,-2.355437,771.224543,406.750798,0.954131,3.118148,0.944277,0.784398,98.132317,1.707674,69.150511,-13.186260,-0.136506,0.000108,4.686708,48.607580,97.215159,0.001824,0.001750,
19/12/26 12:30 13:00,35999.0,0.093796,-0.010965,190.466575,21.038104,0.011861,-0.119687,-2.719571,768.857672,405.983358,0.954815,3.236584,0.944897,1.031373,98.138676,1.521977,21.401861,-0.380265,-4.733535,0.000019,36.930524,24.744216,49.488432,0.001803,0.002550,
19/12/26 13:00 13:30,36000.0,0.193364,-0.046615,242.198406,27.308881,0.015369,-0.137459,-3.123387,769.859345,406.383018,0.955980,3.323328,0.946896,0.907399,98.140221,1.912002,357.030925,-2.620250,-0.686957,0.000055,7.900542,44.092730,88.185460,0.001789,0.001970,
19/12/26 13:30 14:00,35999.0,0.169157,-0.035683,55.881164,20.118174,0.013440,-0.024818,-0.563924,769.405150,406.035669,0.955747,3.364766,0.946440,0.945784,98.137680,1.395512,99.768111,-7.603032,-0.236748,0.000042,7.942472,49.853476,99.706952,0.001555,0.001715,
19/12/26 14:00 14:30,36000.0,0.197387,-0.048457,66.274238,18.123227,0.011837,-0.044864,-1.019417,767.564093,406.153099,0.955405,3.363961,0.945672,1.650747,98.152478,1.716367,91.490996,-10.187421,-0.176688,0.000058,7.197243,46.585546,93.171091,0.001624,0.001711,
19/12/26 14:30 15:00,35999.0,0.251838,-0.078972,6.620531,23.478674,0.016726,-0.005232,-0.118894,767.465169,405.619477,0.955000,3.342320,0.945000,1.030120,98.158746,3.208645,105.797170,-211.808845,-0.008498,0.000094,4.915437,50.088253,100.176506,0.001656,0.001579,
19/12/26 15:00 15:30,36000.0,0.217737,-0.059023,16.807433,18.999550,0.013330,-0.013823,-0.314102,766.881980,405.383132,0.955012,3.397645,0.945246,1.150583,98.157305,2.423615,101.126989,-53.923499,-0.033381,0.000070,6.185435,47.894257,95.788514,0.001588,0.001588,
19/12/26 15:30 16:00,35999.0,0.156113,-0.030337,-6.226727,19.694670,0.014238,-0.003142,-0.071396,766.916746,405.459001,0.955002,3.407626,0.945290,1.153745,98.143763,1.994223,120.080149,53.639101,0.033558,0.000036,10.415369,43.304876,86.609752,0.001325,0.001419,
19/12/26 16:00 16:30,36000.0,0.137938,-0.023670,8.742387,20.960351,0.014873,-0.010885,-0.247326,766.575600,405.515947,0.955404,3.531392,0.945779,1.326536,98.141751,1.667803,134.683904,-26.356049,-0.068296,0.000028,11.892211,43.779756,87.559513,0.001358,0.001528,
19/12/26 16:30 17:00,35999.0,0.159004,-0.031417,132.155707,11.970346,0.006161,-0.082388,-1.872061,766.136914,405.743090,0.955439,3.510262,0.945795,1.505829,98.154400,2.296973,13.484165,-2.670843,-0.673944,0.000037,11.741705,38.667434,77.334869,0.001647,0.001908,
19/12/26 17:00 17:30,35999.0,0.120059,-0.017935,105.771293,11.722893,0.006487,-0.067900,-1.542849,766.074913,405.173759,0.955717,3.472607,0.945992,1.149264,98.163260,1.940633,19.550364,-1.436648,-1.252917,0.000021,21.762266,30.771035,61.542070,0.001565,0.001991,
19/12/26 17:30 18:00,36000.0,0.111666,-0.015554,120.798236,11.112021,0.005678,-0.076088,-1.728910,769.719408,406.085393,0.955636,3.617400,0.945681,0.755164,98.187007,1.933041,14.946795,-1.012465,-1.777840,0.000018,26.045870,28.530630,57.061261,0.001580,0.002078,
19/12/26 18:00 18:30,35999.0,0.270041,-0.090995,60.070651,18.436390,0.012078,-0.052751,-1.198636,768.002407,405.030766,0.955284,3.615597,0.945440,0.465749,98.203683,1.278737,79.086462,-28.798867,-0.062502,0.000108,4.674696,48.768031,97.536062,0.001763,0.001672,
19/12/26 18:30 19:00,36000.0,0.267462,-0.089326,3.352415,18.301390,0.013061,-0.002798,-0.063569,767.850542,404.682243,0.955000,3.374590,0.945000,0.192801,98.207380,2.745619,98.957958,-501.332241,-0.003590,0.000106,5.107227,45.854924,91.709848,0.001691,0.001582,
19/12/26 19:00 19:30,35999.0,0.191357,-0.045775,-20.029430,16.252236,0.012010,0.012943,0.294100,768.242931,404.431943,0.955029,3.476875,0.945289,-0.179401,98.194897,2.724918,125.947010,30.727826,0.058579,0.000054,5.832887,56.767081,113.534163,0.001396,0.001426,
19/12/26 19:30 20:00,36000.0,0.170801,-0.036431,-12.097471,16.599325,0.012119,0.002400,0.054525,767.222008,404.316866,0.955292,3.496951,0.945471,0.093848,98.200584,2.792887,124.808844,36.181101,0.049750,0.000043,7.582188,51.267075,102.534151,0.001350,0.001416,
19/12/26 20:00 20:30,35999.0,0.317976,-0.125979,-15.604068,26.426794,0.019235,0.010305,0.234151,765.289090,404.211753,0.955169,3.434052,0.945216,0.717630,98.216153,4.188962,104.873438,181.009468,0.009944,0.000149,3.940158,47.785962,95.571924,0.001793,0.001613,
19/12/26 20:30 21:00,35999.0,0.414945,-0.214946,0.586603,23.960045,0.017166,0.000324,0.007360,766.928954,404.292636,0.955000,3.453608,0.945000,0.242628,98.231011,3.617833,91.624160,-10701.651129,-0.000168,0.000254,2.734619,49.475258,98.950515,0.002037,0.001705,
19/12/26 21:00 21:30,36000.0,0.382272,-0.182742,-6.186612,25.873400,0.018652,0.005317,0.120806,767.878220,404.103902,0.955000,3.380072,0.945000,-0.240186,98.230009,4.493653,100.081424,793.345127,0.002269,0.000216,3.365242,45.376849,90.753697,0.001958,0.001679,
19/12/26 21:30 22:00,35999.0,0.407546,-0.207922,-3.107329,27.410160,0.019694,0.004748,0.107892,768.380481,403.943524,0.955000,3.433302,0.945000,-0.513298,98.245568,4.460237,97.769394,1914.362097,0.000940,0.000245,3.168591,44.750401,89.500801,0.002018,0.001698,
19/12/26 22:00 22:30,36000.0,0.452688,-0.256725,-6.677100,32.548786,0.023435,0.019456,0.442090,768.955584,403.950658,0.955000,3.213301,0.944999,-0.630753,98.261676,6.677960,103.600811,1220.941263,0.001474,0.000303,2.965488,42.605738,85.211476,0.002115,0.001723,
19/12/26 22:30 23:00,35999.0,0.460267,-0.265625,-9.172835,31.840699,0.022964,0.026169,0.594618,769.535211,403.904644,0.955000,3.156346,0.945000,-0.849585,98.268437,6.813082,105.252153,934.167268,0.001927,0.000313,2.820793,43.634070,87.268141,0.002130,0.001726,
19/12/26 23:00 23:30,36000.0,0.329036,-0.135810,-4.705538,19.328995,0.013925,0.008305,0.188702,769.692896,403.803941,0.955000,3.258567,0.945000,-1.019485,98.268638,4.860381,103.410389,665.352135,0.002705,0.000160,4.091761,44.860941,89.721882,0.001833,0.001635,
19/12/26 23:30 24:00,35999.0,0.364844,-0.166846,-7.849444,23.698802,0.017112,0.012446,0.282806,768.940187,403.726821,0.955000,3.268656,0.945000,-0.857313,98.246564,5.505989,105.296112,543.649704,0.003311,0.000197,3.509145,45.909485,91.818971,0.001916,0.001664,
19/12/27 00:00 00:30,35999.0,0.372701,-0.173964,-9.800175,24.138961,0.017464,0.013256,0.301197,768.292469,403.722021,0.955000,3.294535,0.945000,-0.667783,98.231728,5.751448,104.794189,464.114197,0.003878,0.000205,3.613962,43.926206,87.852412,0.001933,0.001669,
19/12/27 00:30 01:00,36000.0,0.378495,-0.179361,-9.439853,22.975148,0.016626,0.012061,0.274051,768.077535,403.731597,0.955000,3.345796,0.945000,-0.620164,98.217830,5.196234,103.800553,504.600852,0.003567,0.000212,3.457707,44.832529,89.665057,0.001947,0.001674,
19/12/27 01:00 01:30,35999.0,0.377388,-0.178400,-8.370382,22.439856,0.016222,0.009434,0.214373,768.369650,403.686759,0.955000,3.361285,0.945000,-0.746174,98.223949,4.394677,98.299988,564.131812,0.003191,0.000210,3.433388,45.214523,90.429045,0.001945,0.001673,
19/12/27 01:30 02:00,36000.0,0.416842,-0.217584,-9.658414,24.163935,0.017482,0.007331,0.166582,768.089928,403.663804,0.955000,3.370426,0.945000,-0.668548,98.223167,4.383226,99.302145,658.824016,0.002732,0.000257,2.854458,47.595190,95.190380,0.002034,0.001701,
19/12/27 02:00 02:30,35999.0,0.366418,-0.168176,-8.478343,17.109051,0.012407,0.007991,0.181580,768.275393,403.643477,0.955000,3.408203,0.945000,-0.766642,98.218865,3.922368,97.501114,509.767333,0.003531,0.000198,3.272181,48.348817,96.697635,0.001919,0.001665,
19/12/27 02:30 03:00,35999.0,0.339481,-0.144296,-10.509339,23.385052,0.016938,0.012944,0.294114,767.789941,403.564616,0.955000,3.359333,0.945000,-0.706805,98.193048,5.226669,106.019203,326.961650,0.005505,0.000170,4.135913,43.156320,86.312640,0.001853,0.001640,
19/12/27 03:00 03:30,36000.0,0.405042,-0.205412,-8.784562,25.592147,0.018487,0.015241,0.346317,767.770229,403.553187,0.955000,3.293205,0.945000,-0.705319,98.186348,5.704182,103.002083,664.288859,0.002710,0.000242,3.302272,43.554945,87.109890,0.002008,0.001693,
19/12/27 03:30 04:00,35999.0,0.424466,-0.225603,-11.443233,29.221291,0.021131,0.015629,0.355120,767.917277,403.600757,0.955000,3.253787,0.945000,-0.712270,98.187633,5.673062,101.164971,586.883761,0.003067,0.000266,3.190004,42.786034,85.572068,0.002050,0.001705,
19/12/27 04:00 04:30,36000.0,0.382119,-0.182826,-9.600214,27.079768,0.019564,0.012243,0.278190,767.889059,403.604842,0.955000,3.219294,0.945000,-0.713733,98.182537,5.451686,103.950943,510.333184,0.003527,0.000216,3.309643,46.003528,92.007056,0.001955,0.001676,
19/12/27 04:30 05:00,35999.0,0.349534,-0.153004,-10.272418,23.146472,0.016756,0.009602,0.218182,767.975916,403.571932,0.955000,3.214635,0.945000,-0.783205,98.176444,5.146597,104.506494,365.009377,0.004931,0.000181,3.722096,45.649120,91.298239,0.001877,0.001649,
19/12/27 05:00 05:30,36000.0,0.350868,-0.154203,-11.127996,24.847096,0.017990,0.011523,0.261822,768.053504,403.535691,0.955000,3.264472,0.945000,-0.855022,98.169635,5.139876,104.476817,340.806980,0.005282,0.000182,3.979334,43.113703,86.227407,0.001880,0.001650,
19/12/27 05:30 06:00,35999.0,0.368365,-0.169856,-12.328038,27.883604,0.020186,0.011620,0.264043,767.538880,403.527854,0.955000,3.207814,0.945000,-0.702540,98.153248,5.618959,107.327131,355.914391,0.005057,0.000201,3.484898,45.737980,91.475959,0.001920,0.001664,
19/12/27 06:00 06:30,35999.0,0.413486,-0.213940,-11.607959,29.609670,0.021411,0.015455,0.351169,767.406779,403.603847,0.955000,3.173990,0.945000,-0.599441,98.148432,6.194660,106.360344,534.566178,0.003367,0.000253,2.973711,46.424960,92.849919,0.002025,0.001697,
19/12/27 06:30 07:00,36000.0,0.369994,-0.171182,-17.396645,30.267300,0.021986,0.015777,0.358487,766.817744,403.572559,0.955000,3.247866,0.945000,-0.462311,98.128729,5.854474,110.399141,255.522384,0.007044,0.000202,3.404475,46.401708,92.803416,0.001920,0.001661,
19/12/27 07:00 07:30,35999.0,0.402037,-0.201918,-15.582586,33.163153,0.024034,0.018256,0.414821,766.106160,403.591590,0.955000,3.253222,0.945000,-0.278250,98.093346,6.304873,110.650277,365.859631,0.004920,0.000239,3.160572,45.437320,90.874640,0.001997,0.001687,
19/12/27 07:30 08:00,36000.0,0.449124,-0.251832,-9.303890,35.230740,0.025413,0.017525,0.398208,765.770624,403.660456,0.955000,3.288833,0.944999,-0.133225,98.079682,6.717083,104.551651,854.163463,0.002107,0.000298,2.845917,44.371956,88.743913,0.002106,0.001720,
19/12/27 08:00 08:30,35999.0,0.425775,-0.226156,-6.697009,31.997285,0.023054,0.013834,0.314333,765.148015,403.637978,0.955000,3.361776,0.945000,0.043683,98.067763,5.805453,100.851013,1010.966116,0.001780,0.000268,3.218530,42.355462,84.710923,0.002056,0.001708,
19/12/27 08:30 09:00,36000.0,0.409406,-0.208758,-6.882875,35.416858,0.025517,0.008055,0.183020,764.165703,403.781413,0.955000,3.390762,0.944999,0.445874,98.037900,5.975539,104.026197,874.273775,0.002059,0.000248,3.299892,43.129152,86.258304,0.002019,0.001697,
19/12/27 09:00 09:30,35999.0,0.592503,-0.436801,-5.088481,60.787674,0.043689,0.037303,0.847612,763.949490,404.070753,0.954994,3.275094,0.944898,0.701105,98.013082,8.525431,105.822804,3583.390824,0.000502,0.000519,2.094194,43.255278,86.510557,0.002406,0.001780,
19/12/27 09:30 10:00,35999.0,0.572075,-0.406991,21.613584,67.333329,0.047925,0.014386,0.326875,764.201078,404.411576,0.954699,3.299175,0.944284,0.847011,97.996159,7.918021,104.386650,-759.234059,-0.002371,0.000484,2.342043,40.938551,81.877102,0.002372,0.001780,
19/12/27 10:00 10:30,36000.0,0.515592,-0.330554,4.362391,53.164311,0.038055,0.010636,0.241667,764.339862,404.529024,0.954974,3.354814,0.944540,0.796515,97.983331,7.398651,103.245316,-2753.576898,-0.000654,0.000393,2.755064,39.802726,79.605452,0.002253,0.001756,
19/12/27 10:30 11:00,35999.0,0.634488,-0.500403,14.192468,64.392796,0.045958,0.033115,0.752455,763.819535,404.404177,0.954921,3.227583,0.944517,0.912698,97.980908,7.387161,100.242914,-1577.133509,-0.001141,0.000595,1.982485,42.252285,84.504570,0.002494,0.001794,
19/12/27 11:00 11:30,36000.0,0.531954,-0.351312,20.289827,54.863636,0.039003,0.012122,0.275441,763.188730,404.556298,0.954553,3.380280,0.944345,1.156554,97.953574,6.638678,103.421648,-650.014786,-0.002769,0.000418,2.317768,44.329416,88.658831,0.002291,0.001767,
19/12/27 11:30 12:00,35999.0,0.518932,-0.334016,9.031256,49.345589,0.035247,0.010599,0.240837,763.070591,404.864008,0.954439,3.414587,0.944198,1.346926,97.938806,5.776253,98.056814,-1355.527301,-0.001328,0.000398,2.543750,42.159663,84.319326,0.002261,0.001759,
19/12/27 12:00 12:30,36000.0,0.515659,-0.329851,21.929134,39.309488,0.027796,-0.007329,-0.166537,763.383518,404.984281,0.954000,3.516807,0.943973,1.295800,97.919578,5.229479,93.569050,-547.693844,-0.003287,0.000393,2.556338,42.254022,84.508043,0.002259,0.001762,
19/12/27 12:30 13:00,35999.0,0.536870,-0.356897,2.576670,62.723529,0.044983,0.027702,0.629450,761.934977,404.954837,0.954380,3.331290,0.944220,1.674738,97.894337,7.638708,103.953040,-5258.405159,-0.000342,0.000426,2.549859,40.702841,81.405682,0.002296,0.001764,
19/12/27 13:00 13:30,36000.0,0.586188,-0.425225,-2.704953,66.794438,0.048008,0.034590,0.785959,761.234103,404.827223,0.954989,3.231162,0.944903,1.799935,97.877063,8.679705,104.627385,6518.547121,0.000276,0.000508,2.273203,40.936573,81.873145,0.002394,0.001779,
19/12/27 13:30 14:00,35999.0,0.645535,-0.515577,-1.902228,76.741273,0.055141,0.035823,0.813990,761.068814,404.825972,0.954984,3.189233,0.944893,1.833754,97.863787,9.120269,103.666342,12377.312633,0.000145,0.000616,2.010935,41.069406,82.138812,0.002512,0.001794,
19/12/27 14:00 14:30,36000.0,0.631610,-0.493846,-14.572377,80.181839,0.057815,0.043386,0.985842,761.537307,404.852726,0.954979,3.139045,0.944880,1.686924,97.858813,9.805235,106.383838,1513.242678,0.001189,0.000590,2.099692,40.535658,81.071317,0.002481,0.001789,
19/12/27 14:30 15:00,35999.0,0.686778,-0.583982,-17.439950,91.994308,0.066338,0.065326,1.484355,761.920077,404.993419,0.954942,2.980152,0.944817,1.605215,97.837040,10.638707,106.492612,1624.995875,0.001108,0.000697,1.859299,41.137353,82.274706,0.002589,0.001801,
19/12/27 15:00 15:30,36000.0,0.703580,-0.612869,-12.863774,91.390997,0.065833,0.072632,1.650375,761.406075,404.747102,0.954984,2.884116,0.944935,1.577366,97.814286,10.495115,103.087749,2368.050226,0.000760,0.000732,1.713474,42.879275,85.758550,0.002622,0.001804,
19/12/27 15:30 16:00,35999.0,0.666856,-0.550486,6.380885,95.254955,0.068314,0.055289,1.256301,762.163974,405.204751,0.954806,2.890281,0.944512,1.591157,97.792111,10.566736,102.403138,-4063.857656,-0.000443,0.000657,1.960563,40.590455,81.180910,0.002555,0.001800,
19/12/27 16:00 16:30,35999.0,0.700086,-0.607190,-19.777708,91.001043,0.065640,0.077673,1.764908,762.377602,405.001442,0.954908,2.883533,0.944782,1.306332,97.775405,10.526021,104.784723,1516.786085,0.001187,0.000724,1.729376,42.773385,85.546770,0.002614,0.001803,
19/12/27 16:30 17:00,36000.0,0.616205,-0.470445,-15.928499,66.283967,0.047835,0.037868,0.860457,762.280244,404.908631,0.954984,3.085633,0.944942,1.186025,97.763389,9.084271,102.269540,1284.256553,0.001402,0.000561,1.974321,43.629266,87.258531,0.002451,0.001785,
19/12/27 17:00 17:30,35999.0,0.663009,-0.544971,-15.101843,81.687575,0.058869,0.048426,1.100350,762.950864,405.011138,0.954953,2.960467,0.944878,1.052601,97.764107,9.703094,103.115781,1687.114481,0.001067,0.000650,1.805392,43.606307,87.212614,0.002543,0.001796,
