"Plot Title: PARVATI"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 20183676, SEN S/N: 20183676, LBL: PRES)","Temp, °C (LGR S/N: 20183676, SEN S/N: 20183676, LBL: TMP)","Water Level, meters (LGR S/N: 20183676)","Coupler Detached (LGR S/N: 20183676)","Coupler Attached (LGR S/N: 20183676)","Host Connected (LGR S/N: 20183676)","Stopped (LGR S/N: 20183676)","End Of File (LGR S/N: 20183676)"
3769,01.25.18 klo 07.00.00 ip.,98.902,6.471,100.219,,,,,
3770,01.25.18 klo 07.10.00 ip.,98.892,6.471,100.218,,,,,
3771,01.25.18 klo 07.20.00 ip.,98.864,6.471,100.215,,,,,
3772,01.25.18 klo 07.30.00 ip.,98.874,6.471,100.216,,,,,
3773,01.25.18 klo 07.40.00 ip.,98.861,6.370,100.215,,,,,
3774,01.25.18 klo 07.50.00 ip.,98.845,6.471,100.213,,,,,
3775,01.25.18 klo 08.00.00 ip.,98.855,6.471,100.214,,,,,
3776,01.25.18 klo 08.10.00 ip.,98.848,6.573,100.214,,,,,
3777,01.25.18 klo 08.20.00 ip.,98.833,6.370,100.212,,,,,
3778,01.25.18 klo 08.30.00 ip.,98.821,6.268,100.211,,,,,
3779,01.25.18 klo 08.40.00 ip.,98.805,6.064,100.209,,,,,
3780,01.25.18 klo 08.50.00 ip.,98.787,5.757,100.207,,,,,
3781,01.25.18 klo 09.00.00 ip.,98.801,5.552,100.208,,,,,
3782,01.25.18 klo 09.10.00 ip.,98.798,5.450,100.208,,,,,
3783,01.25.18 klo 09.20.00 ip.,98.785,5.347,100.207,,,,,
3784,01.25.18 klo 09.30.00 ip.,98.782,5.244,100.206,,,,,
3785,01.25.18 klo 09.40.00 ip.,98.754,5.244,100.204,,,,,
3786,01.25.18 klo 09.50.00 ip.,98.754,5.244,100.204,,,,,
3787,01.25.18 klo 10.00.00 ip.,98.761,5.141,100.204,,,,,
3788,01.25.18 klo 10.10.00 ip.,98.758,5.037,100.204,,,,,
3789,01.25.18 klo 10.20.00 ip.,98.746,4.934,100.203,,,,,
3790,01.25.18 klo 10.30.00 ip.,98.730,4.727,100.201,,,,,
3791,01.25.18 klo 10.40.00 ip.,98.734,4.519,100.201,,,,,
3792,01.25.18 klo 10.50.00 ip.,98.709,4.311,100.199,,,,,
3793,01.25.18 klo 11.00.00 ip.,98.694,4.102,100.197,,,,,
3794,01.25.18 klo 11.10.00 ip.,98.682,3.998,100.196,,,,,
3795,01.25.18 klo 11.20.00 ip.,98.698,3.893,100.198,,,,,
3796,01.25.18 klo 11.30.00 ip.,98.676,3.788,100.195,,,,,
3797,01.25.18 klo 11.40.00 ip.,98.673,3.683,100.195,,,,,
3798,01.25.18 klo 11.50.00 ip.,98.689,3.578,100.197,,,,,
3799,01.26.18 klo 12.00.00 ap.,98.674,3.367,100.195,,,,,
3800,01.26.18 klo 12.10.00 ap.,98.662,3.261,100.194,,,,,
3801,01.26.18 klo 12.20.00 ap.,98.659,3.155,100.193,,,,,
3802,01.26.18 klo 12.30.00 ap.,98.647,3.049,100.192,,,,,
3803,01.26.18 klo 12.40.00 ap.,98.634,2.943,100.191,,,,,
3804,01.26.18 klo 12.50.00 ap.,98.644,2.943,100.192,,,,,
3805,01.26.18 klo 01.00.00 ap.,98.631,2.837,100.191,,,,,
3806,01.26.18 klo 01.10.00 ap.,98.607,2.624,100.188,,,,,
3807,01.26.18 klo 01.20.00 ap.,98.613,2.517,100.189,,,,,
3808,01.26.18 klo 01.30.00 ap.,98.642,2.517,100.192,,,,,
3809,01.26.18 klo 01.40.00 ap.,98.620,2.410,100.190,,,,,
3810,01.26.18 klo 01.50.00 ap.,98.629,2.410,100.190,,,,,
3811,01.26.18 klo 02.00.00 ap.,98.608,2.303,100.188,,,,,
3812,01.26.18 klo 02.10.00 ap.,98.598,2.303,100.187,,,,,
3813,01.26.18 klo 02.20.00 ap.,98.605,2.195,100.188,,,,,
3814,01.26.18 klo 02.30.00 ap.,98.592,2.088,100.187,,,,,
3815,01.26.18 klo 02.40.00 ap.,98.605,1.872,100.188,,,,,
3816,01.26.18 klo 02.50.00 ap.,98.615,1.872,100.189,,,,,
3817,01.26.18 klo 03.00.00 ap.,98.581,1.656,100.186,,,,,
3818,01.26.18 klo 03.10.00 ap.,98.578,1.548,100.185,,,,,
3819,01.26.18 klo 03.20.00 ap.,98.587,1.548,100.186,,,,,
3820,01.26.18 klo 03.30.00 ap.,98.587,1.548,100.186,,,,,
3821,01.26.18 klo 03.40.00 ap.,98.568,1.548,100.184,,,,,
3822,01.26.18 klo 03.50.00 ap.,98.575,1.439,100.185,,,,,
3823,01.26.18 klo 04.00.00 ap.,98.565,1.439,100.184,,,,,
3824,01.26.18 klo 04.10.00 ap.,98.563,1.330,100.184,,,,,
3825,01.26.18 klo 04.20.00 ap.,98.553,1.330,100.183,,,,,
3826,01.26.18 klo 04.30.00 ap.,98.557,1.112,100.183,,,,,
3827,01.26.18 klo 04.40.00 ap.,98.547,1.112,100.182,,,,,
3828,01.26.18 klo 04.50.00 ap.,98.547,1.112,100.182,,,,,
3829,01.26.18 klo 05.00.00 ap.,98.538,1.112,100.181,,,,,
3830,01.26.18 klo 05.10.00 ap.,98.560,1.221,100.184,,,,,
3831,01.26.18 klo 05.20.00 ap.,98.556,1.439,100.183,,,,,
3832,01.26.18 klo 05.30.00 ap.,98.559,1.548,100.183,,,,,
3833,01.26.18 klo 05.40.00 ap.,98.552,1.656,100.183,,,,,
3834,01.26.18 klo 05.50.00 ap.,98.565,1.764,100.184,,,,,
3835,01.26.18 klo 06.00.00 ap.,98.546,1.764,100.182,,,,,
3836,01.26.18 klo 06.10.00 ap.,98.539,1.872,100.181,,,,,
3837,01.26.18 klo 06.20.00 ap.,98.552,1.980,100.183,,,,,
3838,01.26.18 klo 06.30.00 ap.,98.564,2.088,100.184,,,,,
3839,01.26.18 klo 06.40.00 ap.,98.558,2.195,100.183,,,,,
3840,01.26.18 klo 06.50.00 ap.,98.576,2.195,100.185,,,,,
3841,01.26.18 klo 07.00.00 ap.,98.579,2.303,100.185,,,,,
3842,01.26.18 klo 07.10.00 ap.,98.582,2.410,100.186,,,,,
3843,01.26.18 klo 07.20.00 ap.,98.601,2.410,100.188,,,,,
3844,01.26.18 klo 07.30.00 ap.,98.610,2.410,100.188,,,,,
3845,01.26.18 klo 07.40.00 ap.,98.604,2.517,100.188,,,,,
3846,01.26.18 klo 07.50.00 ap.,98.607,2.624,100.188,,,,,
3847,01.26.18 klo 08.00.00 ap.,98.600,2.730,100.187,,,,,
3848,01.26.18 klo 08.10.00 ap.,98.619,2.730,100.189,,,,,
3849,01.26.18 klo 08.20.00 ap.,98.641,2.837,100.192,,,,,
3850,01.26.18 klo 08.30.00 ap.,98.650,2.837,100.193,,,,,
3851,01.26.18 klo 08.40.00 ap.,98.650,2.837,100.193,,,,,
3852,01.26.18 klo 08.50.00 ap.,98.653,2.943,100.193,,,,,
3853,01.26.18 klo 09.00.00 ap.,98.663,2.943,100.194,,,,,
3854,01.26.18 klo 09.10.00 ap.,98.665,3.049,100.194,,,,,
3855,01.26.18 klo 09.20.00 ap.,98.684,3.049,100.196,,,,,
3856,01.26.18 klo 09.30.00 ap.,98.675,3.049,100.195,,,,,
3857,01.26.18 klo 09.40.00 ap.,98.697,3.155,100.197,,,,,
3858,01.26.18 klo 09.50.00 ap.,98.684,3.049,100.196,,,,,
3859,01.26.18 klo 10.00.00 ap.,98.687,3.155,100.196,,,,,
3860,01.26.18 klo 10.10.00 ap.,98.678,3.155,100.195,,,,,
3861,01.26.18 klo 10.20.00 ap.,98.699,3.261,100.198,,,,,
3862,01.26.18 klo 10.30.00 ap.,98.699,3.261,100.198,,,,,
3863,01.26.18 klo 10.40.00 ap.,98.702,3.367,100.198,,,,,
3864,01.26.18 klo 10.50.00 ap.,98.715,3.472,100.199,,,,,
3865,01.26.18 klo 11.00.00 ap.,98.715,3.472,100.199,,,,,
3866,01.26.18 klo 11.10.00 ap.,98.724,3.472,100.200,,,,,
3867,01.26.18 klo 11.20.00 ap.,98.727,3.578,100.200,,,,,
3868,01.26.18 klo 11.30.00 ap.,98.727,3.578,100.200,,,,,
3869,01.26.18 klo 11.40.00 ap.,98.727,3.578,100.200,,,,,
3870,01.26.18 klo 11.50.00 ap.,98.742,3.788,100.202,,,,,
3871,01.26.18 klo 12.00.00 ip.,98.748,3.998,100.203,,,,,
3872,01.26.18 klo 12.10.00 ip.,98.751,4.102,100.203,,,,,
3873,01.26.18 klo 12.20.00 ip.,98.773,4.207,100.205,,,,,
3874,01.26.18 klo 12.30.00 ip.,98.782,4.207,100.206,,,,,
3875,01.26.18 klo 12.40.00 ip.,98.773,4.207,100.205,,,,,
3876,01.26.18 klo 12.50.00 ip.,98.801,4.207,100.208,,,,,
3877,01.26.18 klo 01.00.00 ip.,98.807,4.415,100.209,,,,,
3878,01.26.18 klo 01.10.00 ip.,98.809,4.519,100.209,,,,,
3879,01.26.18 klo 01.20.00 ip.,98.825,4.727,100.211,,,,,
3880,01.26.18 klo 01.30.00 ip.,98.818,4.831,100.210,,,,,
3881,01.26.18 klo 01.40.00 ip.,98.830,4.934,100.211,,,,,
3882,01.26.18 klo 01.50.00 ip.,98.827,5.141,100.211,,,,,
3883,01.26.18 klo 02.00.00 ip.,98.848,5.244,100.213,,,,,
3884,01.26.18 klo 02.10.00 ip.,98.880,5.347,100.216,,,,,
3885,01.26.18 klo 02.20.00 ip.,98.895,5.552,100.218,,,,,
3886,01.26.18 klo 02.30.00 ip.,98.888,5.655,100.217,,,,,
3887,01.26.18 klo 02.40.00 ip.,98.891,5.757,100.218,,,,,
3888,01.26.18 klo 02.50.00 ip.,98.913,5.860,100.220,,,,,
3889,01.26.18 klo 03.00.00 ip.,98.913,5.860,100.220,,,,,
3890,01.26.18 klo 03.10.00 ip.,98.937,6.064,100.223,,,,,
3891,01.26.18 klo 03.20.00 ip.,98.940,6.166,100.223,,,,,
3892,01.26.18 klo 03.30.00 ip.,98.934,6.268,100.222,,,,,
3893,01.26.18 klo 03.40.00 ip.,98.965,6.370,100.226,,,,,
3894,01.26.18 klo 03.50.00 ip.,98.977,6.471,100.227,,,,,
3895,01.26.18 klo 04.00.00 ip.,98.999,6.573,100.229,,,,,
3896,01.26.18 klo 04.10.00 ip.,99.002,6.674,100.230,,,,,
3897,01.26.18 klo 04.20.00 ip.,99.014,6.775,100.231,,,,,
3898,01.26.18 klo 04.30.00 ip.,99.014,6.775,100.231,,,,,
3899,01.26.18 klo 04.40.00 ip.,99.011,6.674,100.230,,,,,
3900,01.26.18 klo 04.50.00 ip.,99.021,6.674,100.231,,,,,
3901,01.26.18 klo 05.00.00 ip.,99.011,6.674,100.230,,,,,
3902,01.26.18 klo 05.10.00 ip.,99.036,6.877,100.233,,,,,
3903,01.26.18 klo 05.20.00 ip.,99.045,6.877,100.234,,,,,
3904,01.26.18 klo 05.30.00 ip.,99.049,6.674,100.234,,,,,
3905,01.26.18 klo 05.40.00 ip.,99.049,6.674,100.234,,,,,
3906,01.26.18 klo 05.50.00 ip.,99.071,6.775,100.237,,,,,
3907,01.26.18 klo 06.00.00 ip.,99.071,6.775,100.237,,,,,
3908,01.26.18 klo 06.10.00 ip.,99.071,6.775,100.237,,,,,
3909,01.26.18 klo 06.20.00 ip.,99.083,6.877,100.238,,,,,
3910,01.26.18 klo 06.30.00 ip.,99.102,6.877,100.240,,,,,
3911,01.26.18 klo 06.40.00 ip.,99.102,6.877,100.240,,,,,
3912,01.26.18 klo 06.50.00 ip.,99.102,6.877,100.240,,,,,
3913,01.26.18 klo 07.00.00 ip.,99.121,6.877,100.242,,,,,
3914,01.26.18 klo 07.10.00 ip.,99.130,6.877,100.243,,,,,
3915,01.26.18 klo 07.20.00 ip.,99.130,6.877,100.243,,,,,
3916,01.26.18 klo 07.30.00 ip.,99.159,6.877,100.246,,,,,
3917,01.26.18 klo 07.40.00 ip.,99.156,6.775,100.245,,,,,
3918,01.26.18 klo 07.50.00 ip.,99.165,6.775,100.246,,,,,
3919,01.26.18 klo 08.00.00 ip.,99.181,6.674,100.248,,,,,
3920,01.26.18 klo 08.10.00 ip.,99.197,6.573,100.249,,,,,
3921,01.26.18 klo 08.20.00 ip.,99.197,6.573,100.249,,,,,
3922,01.26.18 klo 08.30.00 ip.,99.213,6.471,100.251,,,,,
3923,01.26.18 klo 08.40.00 ip.,99.201,6.370,100.250,,,,,
3924,01.26.18 klo 08.50.00 ip.,99.210,6.370,100.251,,,,,
3925,01.26.18 klo 09.00.00 ip.,99.226,6.268,100.252,,,,,
3926,01.26.18 klo 09.10.00 ip.,99.223,6.166,100.252,,,,,
3927,01.26.18 klo 09.20.00 ip.,99.221,6.064,100.252,,,,,
3928,01.26.18 klo 09.30.00 ip.,99.243,5.860,100.254,,,,,
3929,01.26.18 klo 09.40.00 ip.,99.237,5.655,100.253,,,,,
3930,01.26.18 klo 09.50.00 ip.,99.237,5.655,100.253,,,,,
3931,01.26.18 klo 10.00.00 ip.,99.253,5.552,100.255,,,,,
3932,01.26.18 klo 10.10.00 ip.,99.260,5.450,100.255,,,,,
3933,01.26.18 klo 10.20.00 ip.,99.257,5.347,100.255,,,,,
3934,01.26.18 klo 10.30.00 ip.,99.245,5.244,100.254,,,,,
3935,01.26.18 klo 10.40.00 ip.,99.270,5.141,100.256,,,,,
3936,01.26.18 klo 10.50.00 ip.,99.283,4.934,100.257,,,,,
3937,01.26.18 klo 11.00.00 ip.,99.287,4.727,100.258,,,,,
3938,01.26.18 klo 11.10.00 ip.,99.300,4.519,100.259,,,,,
3939,01.26.18 klo 11.20.00 ip.,99.316,4.415,100.261,,,,,
3940,01.26.18 klo 11.30.00 ip.,99.325,4.415,100.262,,,,,
3941,01.26.18 klo 11.40.00 ip.,99.322,4.311,100.261,,,,,
3942,01.26.18 klo 11.50.00 ip.,99.322,4.311,100.261,,,,,
3943,01.27.18 klo 12.00.00 ap.,99.341,4.311,100.263,,,,,
3944,01.27.18 klo 12.10.00 ap.,99.348,4.207,100.264,,,,,
3945,01.27.18 klo 12.20.00 ap.,99.348,4.207,100.264,,,,,
3946,01.27.18 klo 12.30.00 ap.,99.376,4.207,100.267,,,,,
3947,01.27.18 klo 12.40.00 ap.,99.373,4.102,100.266,,,,,
3948,01.27.18 klo 12.50.00 ap.,99.373,4.102,100.266,,,,,
3949,01.27.18 klo 01.00.00 ap.,99.373,4.102,100.266,,,,,
3950,01.27.18 klo 01.10.00 ap.,99.361,3.998,100.265,,,,,
3951,01.27.18 klo 01.20.00 ap.,99.377,3.893,100.267,,,,,
3952,01.27.18 klo 01.30.00 ap.,99.377,3.893,100.267,,,,,
3953,01.27.18 klo 01.40.00 ap.,99.393,3.788,100.268,,,,,
3954,01.27.18 klo 01.50.00 ap.,99.402,3.788,100.269,,,,,
3955,01.27.18 klo 02.00.00 ap.,99.402,3.788,100.269,,,,,
3956,01.27.18 klo 02.10.00 ap.,99.412,3.788,100.270,,,,,
3957,01.27.18 klo 02.20.00 ap.,99.406,3.578,100.270,,,,,
3958,01.27.18 klo 02.30.00 ap.,99.409,3.367,100.270,,,,,
3959,01.27.18 klo 02.40.00 ap.,99.416,3.261,100.271,,,,,
3960,01.27.18 klo 02.50.00 ap.,99.413,3.155,100.270,,,,,
3961,01.27.18 klo 03.00.00 ap.,99.460,3.155,100.275,,,,,
3962,01.27.18 klo 03.10.00 ap.,99.441,3.155,100.273,,,,,
3963,01.27.18 klo 03.20.00 ap.,99.445,2.943,100.274,,,,,
3964,01.27.18 klo 03.30.00 ap.,99.448,2.730,100.274,,,,,
3965,01.27.18 klo 03.40.00 ap.,99.436,2.624,100.273,,,,,
3966,01.27.18 klo 03.50.00 ap.,99.446,2.624,100.274,,,,,
3967,01.27.18 klo 04.00.00 ap.,99.458,2.730,100.275,,,,,
3968,01.27.18 klo 04.10.00 ap.,99.454,2.943,100.275,,,,,
3969,01.27.18 klo 04.20.00 ap.,99.467,3.049,100.276,,,,,
3970,01.27.18 klo 04.30.00 ap.,99.470,3.155,100.276,,,,,
3971,01.27.18 klo 04.40.00 ap.,99.482,3.261,100.277,,,,,
3972,01.27.18 klo 04.50.00 ap.,99.482,3.261,100.277,,,,,
3973,01.27.18 klo 05.00.00 ap.,99.501,3.261,100.279,,,,,
3974,01.27.18 klo 05.10.00 ap.,99.504,3.367,100.280,,,,,
3975,01.27.18 klo 05.20.00 ap.,99.513,3.367,100.281,,,,,
3976,01.27.18 klo 05.30.00 ap.,99.507,3.472,100.280,,,,,
3977,01.27.18 klo 05.40.00 ap.,99.507,3.472,100.280,,,,,
3978,01.27.18 klo 05.50.00 ap.,99.507,3.472,100.280,,,,,
3979,01.27.18 klo 06.00.00 ap.,99.516,3.472,100.281,,,,,
3980,01.27.18 klo 06.10.00 ap.,99.516,3.472,100.281,,,,,
3981,01.27.18 klo 06.20.00 ap.,99.510,3.261,100.280,,,,,
3982,01.27.18 klo 06.30.00 ap.,99.510,3.261,100.280,,,,,
3983,01.27.18 klo 06.40.00 ap.,99.514,3.049,100.281,,,,,
3984,01.27.18 klo 06.50.00 ap.,99.507,3.155,100.280,,,,,
3985,01.27.18 klo 07.00.00 ap.,99.501,3.261,100.279,,,,,
3986,01.27.18 klo 07.10.00 ap.,99.511,2.943,100.280,,,,,
3987,01.27.18 klo 07.20.00 ap.,99.511,2.943,100.280,,,,,
3988,01.27.18 klo 07.30.00 ap.,99.504,3.049,100.280,,,,,
3989,01.27.18 klo 07.40.00 ap.,99.510,3.261,100.280,,,,,
3990,01.27.18 klo 07.50.00 ap.,99.529,3.261,100.282,,,,,
3991,01.27.18 klo 08.00.00 ap.,99.538,3.261,100.283,,,,,
3992,01.27.18 klo 08.10.00 ap.,99.545,3.155,100.284,,,,,
3993,01.27.18 klo 08.20.00 ap.,99.551,3.049,100.284,,,,,
3994,01.27.18 klo 08.30.00 ap.,99.551,3.049,100.284,,,,,
3995,01.27.18 klo 08.40.00 ap.,99.567,3.261,100.286,,,,,
3996,01.27.18 klo 08.50.00 ap.,99.586,3.261,100.288,,,,,
3997,01.27.18 klo 09.00.00 ap.,99.598,3.367,100.289,,,,,
3998,01.27.18 klo 09.10.00 ap.,99.607,3.367,100.290,,,,,
3999,01.27.18 klo 09.20.00 ap.,99.613,3.578,100.291,,,,,
4000,01.27.18 klo 09.30.00 ap.,99.623,3.578,100.292,,,,,
4001,01.27.18 klo 09.40.00 ap.,99.642,3.578,100.294,,,,,
4002,01.27.18 klo 09.50.00 ap.,99.639,3.472,100.293,,,,,
4003,01.27.18 klo 10.00.00 ap.,99.648,3.472,100.294,,,,,
4004,01.27.18 klo 10.10.00 ap.,99.663,3.683,100.296,,,,,
4005,01.27.18 klo 10.20.00 ap.,99.673,3.683,100.297,,,,,
4006,01.27.18 klo 10.30.00 ap.,99.673,3.683,100.297,,,,,
4007,01.27.18 klo 10.40.00 ap.,99.676,3.788,100.297,,,,,
4008,01.27.18 klo 10.50.00 ap.,99.676,3.788,100.297,,,,,
4009,01.27.18 klo 11.00.00 ap.,99.679,3.893,100.298,,,,,
4010,01.27.18 klo 11.10.00 ap.,99.685,3.788,100.298,,,,,
4011,01.27.18 klo 11.20.00 ap.,99.695,3.788,100.299,,,,,
4012,01.27.18 klo 11.30.00 ap.,99.707,3.893,100.300,,,,,
4013,01.27.18 klo 11.40.00 ap.,99.732,4.102,100.303,,,,,
4014,01.27.18 klo 11.50.00 ap.,99.759,4.415,100.306,,,,,
4015,01.27.18 klo 12.00.00 ip.,99.768,4.727,100.307,,,,,
4016,01.27.18 klo 12.10.00 ip.,99.786,5.037,100.309,,,,,
4017,01.27.18 klo 12.20.00 ip.,99.795,5.347,100.310,,,,,
4018,01.27.18 klo 12.30.00 ip.,99.829,5.552,100.313,,,,,
4019,01.27.18 klo 12.40.00 ip.,99.838,5.552,100.314,,,,,
4020,01.27.18 klo 12.50.00 ip.,99.848,5.552,100.315,,,,,
4021,01.27.18 klo 01.00.00 ip.,99.854,5.757,100.316,,,,,
4022,01.27.18 klo 01.10.00 ip.,99.847,5.860,100.315,,,,,
4023,01.27.18 klo 01.20.00 ip.,99.853,6.064,100.316,,,,,
4024,01.27.18 klo 01.30.00 ip.,99.880,6.370,100.319,,,,,
4025,01.27.18 klo 01.40.00 ip.,99.896,6.573,100.321,,,,,
4026,01.27.18 klo 01.50.00 ip.,99.902,6.775,100.321,,,,,
4027,01.27.18 klo 02.00.00 ip.,99.888,6.978,100.320,,,,,
4028,01.27.18 klo 02.10.00 ip.,99.929,7.079,100.324,,,,,
4029,01.27.18 klo 02.20.00 ip.,99.923,7.179,100.324,,,,,
4030,01.27.18 klo 02.30.00 ip.,99.935,7.280,100.325,,,,,
4031,01.27.18 klo 02.40.00 ip.,99.938,7.381,100.325,,,,,
4032,01.27.18 klo 02.50.00 ip.,99.941,7.481,100.326,,,,,
4033,01.27.18 klo 03.00.00 ip.,99.963,7.582,100.328,,,,,
4034,01.27.18 klo 03.10.00 ip.,99.941,7.481,100.326,,,,,
4035,01.27.18 klo 03.20.00 ip.,99.953,7.582,100.327,,,,,
4036,01.27.18 klo 03.30.00 ip.,99.941,7.481,100.326,,,,,
4037,01.27.18 klo 03.40.00 ip.,99.947,7.381,100.326,,,,,
4038,01.27.18 klo 03.50.00 ip.,99.938,7.381,100.325,,,,,
4039,01.27.18 klo 04.00.00 ip.,99.926,7.280,100.324,,,,,
4040,01.27.18 klo 04.10.00 ip.,99.942,7.179,100.326,,,,,
4041,01.27.18 klo 04.20.00 ip.,99.935,7.280,100.325,,,,,
4042,01.27.18 klo 04.30.00 ip.,99.928,7.381,100.324,,,,,
4043,01.27.18 klo 04.40.00 ip.,99.928,7.381,100.324,,,,,
4044,01.27.18 klo 04.50.00 ip.,99.928,7.381,100.324,,,,,
4045,01.27.18 klo 05.00.00 ip.,99.916,7.280,100.323,,,,,
4046,01.27.18 klo 05.10.00 ip.,99.907,7.280,100.322,,,,,
4047,01.27.18 klo 05.20.00 ip.,99.897,7.280,100.321,,,,,
4048,01.27.18 klo 05.30.00 ip.,99.897,7.280,100.321,,,,,
4049,01.27.18 klo 05.40.00 ip.,99.897,7.280,100.321,,,,,
4050,01.27.18 klo 05.50.00 ip.,99.866,7.179,100.318,,,,,
4051,01.27.18 klo 06.00.00 ip.,99.870,6.978,100.318,,,,,
4052,01.27.18 klo 06.10.00 ip.,99.841,6.978,100.315,,,,,
4053,01.27.18 klo 06.20.00 ip.,99.835,7.079,100.315,,,,,
4054,01.27.18 klo 06.30.00 ip.,99.816,7.079,100.313,,,,,
4055,01.27.18 klo 06.40.00 ip.,99.828,7.179,100.314,,,,,
4056,01.27.18 klo 06.50.00 ip.,99.812,7.280,100.312,,,,,
4057,01.27.18 klo 07.00.00 ip.,99.793,7.280,100.311,,,,,
4058,01.27.18 klo 07.10.00 ip.,99.784,7.280,100.310,,,,,
4059,01.27.18 klo 07.20.00 ip.,99.781,7.179,100.309,,,,,
4060,01.27.18 klo 07.30.00 ip.,99.762,7.179,100.307,,,,,
4061,01.27.18 klo 07.40.00 ip.,99.750,7.079,100.306,,,,,
4062,01.27.18 klo 07.50.00 ip.,99.740,7.079,100.305,,,,,
4063,01.27.18 klo 08.00.00 ip.,99.731,7.079,100.304,,,,,
4064,01.27.18 klo 08.10.00 ip.,99.719,6.978,100.303,,,,,
4065,01.27.18 klo 08.20.00 ip.,99.709,6.978,100.302,,,,,
4066,01.27.18 klo 08.30.00 ip.,99.697,6.877,100.301,,,,,
4067,01.27.18 klo 08.40.00 ip.,99.668,6.877,100.298,,,,,
4068,01.27.18 klo 08.50.00 ip.,99.665,6.775,100.297,,,,,
4069,01.27.18 klo 09.00.00 ip.,99.663,6.674,100.297,,,,,
4070,01.27.18 klo 09.10.00 ip.,99.650,6.573,100.296,,,,,
4071,01.27.18 klo 09.20.00 ip.,99.638,6.471,100.294,,,,,
4072,01.27.18 klo 09.30.00 ip.,99.626,6.370,100.293,,,,,
4073,01.27.18 klo 09.40.00 ip.,99.616,6.370,100.292,,,,,
4074,01.27.18 klo 09.50.00 ip.,99.604,6.268,100.291,,,,,
4075,01.27.18 klo 10.00.00 ip.,99.598,6.064,100.290,,,,,
4076,01.27.18 klo 10.10.00 ip.,99.576,5.962,100.288,,,,,
4077,01.27.18 klo 10.20.00 ip.,99.564,5.860,100.286,,,,,
4078,01.27.18 klo 10.30.00 ip.,99.552,5.757,100.285,,,,,
4079,01.27.18 klo 10.40.00 ip.,99.530,5.655,100.283,,,,,
4080,01.27.18 klo 10.50.00 ip.,99.499,5.244,100.280,,,,,
4081,01.27.18 klo 11.00.00 ip.,99.487,5.141,100.278,,,,,
4082,01.27.18 klo 11.10.00 ip.,99.465,5.037,100.276,,,,,
4083,01.27.18 klo 11.20.00 ip.,99.465,5.037,100.276,,,,,
4084,01.27.18 klo 11.30.00 ip.,99.446,5.037,100.274,,,,,
4085,01.27.18 klo 11.40.00 ip.,99.434,4.934,100.273,,,,,
4086,01.27.18 klo 11.50.00 ip.,99.425,4.934,100.272,,,,,
4087,01.28.18 klo 12.00.00 ap.,99.412,4.831,100.271,,,,,
4088,01.28.18 klo 12.10.00 ap.,99.391,4.727,100.268,,,,,
4089,01.28.18 klo 12.20.00 ap.,99.359,4.623,100.265,,,,,
4090,01.28.18 klo 12.30.00 ap.,99.356,4.519,100.265,,,,,
4091,01.28.18 klo 12.40.00 ap.,99.335,4.415,100.263,,,,,
4092,01.28.18 klo 12.50.00 ap.,99.325,4.415,100.262,,,,,
4093,01.28.18 klo 01.00.00 ap.,99.294,4.311,100.258,,,,,
4094,01.28.18 klo 01.10.00 ap.,99.285,4.311,100.257,,,,,
4095,01.28.18 klo 01.20.00 ap.,99.272,4.207,100.256,,,,,
4096,01.28.18 klo 01.30.00 ap.,99.263,4.207,100.255,,,,,
4097,01.28.18 klo 01.40.00 ap.,99.213,4.102,100.250,,,,,
4098,01.28.18 klo 01.50.00 ap.,99.213,4.102,100.250,,,,,
4099,01.28.18 klo 02.00.00 ap.,99.210,3.998,100.250,,,,,
4100,01.28.18 klo 02.10.00 ap.,99.200,3.998,100.249,,,,,
4101,01.28.18 klo 02.20.00 ap.,99.160,3.893,100.245,,,,,
4102,01.28.18 klo 02.30.00 ap.,99.151,3.578,100.244,,,,,
4103,01.28.18 klo 02.40.00 ap.,99.120,3.472,100.241,,,,,
4104,01.28.18 klo 02.50.00 ap.,99.089,3.367,100.237,,,,,
4105,01.28.18 klo 03.00.00 ap.,99.086,3.261,100.237,,,,,
4106,01.28.18 klo 03.10.00 ap.,99.055,3.155,100.234,,,,,
4107,01.28.18 klo 03.20.00 ap.,99.055,3.155,100.234,,,,,
4108,01.28.18 klo 03.30.00 ap.,99.001,3.261,100.228,,,,,
4109,01.28.18 klo 03.40.00 ap.,99.010,3.261,100.229,,,,,
4110,01.28.18 klo 03.50.00 ap.,98.963,3.261,100.224,,,,,
4111,01.28.18 klo 04.00.00 ap.,99.017,3.155,100.230,,,,,
4112,01.28.18 klo 04.10.00 ap.,98.989,3.155,100.227,,,,,
4113,01.28.18 klo 04.20.00 ap.,98.976,3.049,100.226,,,,,
4114,01.28.18 klo 04.30.00 ap.,98.860,2.943,100.214,,,,,
4115,01.28.18 klo 04.40.00 ap.,98.810,2.837,100.209,,,,,
4116,01.28.18 klo 04.50.00 ap.,98.876,2.837,100.216,,,,,
4117,01.28.18 klo 05.00.00 ap.,98.789,2.730,100.207,,,,,
4118,01.28.18 klo 05.10.00 ap.,98.845,2.730,100.212,,,,,
4119,01.28.18 klo 05.20.00 ap.,98.880,2.624,100.216,,,,,
4120,01.28.18 klo 05.30.00 ap.,98.802,2.517,100.208,,,,,
4121,01.28.18 klo 05.40.00 ap.,98.811,2.517,100.209,,,,,
